#\China\AOG.txt;;;;;;;;;;;X;
EVT_890700_DESC;Since the Burning of the Head-Office, the Board realizes a change in policy is required if its going to improve its fiscal outlook and keep Nationalist sentiments in Southern and Central China under control. We have just begun to feel the effects of the Berlin Stock Market Crash or 'Black Monday' as its being called, and we have to resolve the problems it presents and plan for the future of this company. The result of the meeting is...;;;;;;;;;;X;#TODO
EVT_890700_OPTIONA;We cannot afford to continue 'Iron Rice Bowl' practices;;;;;;;;;;X;Мы больше не можем проводить политику 'железной чашки риса'
EVT_890700_OPTIONB;Begin to work closer with the Elites and recognize the Native Structure;;;;;;;;;;X;Начать сближение с местной элитой
EVT_890700_OPTIONC;Close the Qing operated factories that are draining our profits;;;;;;;;;;X;Закройте цинские заводы, сокращающие нашу прибыль
EVT_890700_OPTIOND;The economy is just in a slump, we can wait it out;;;;;;;;;;X;Экономика в критическом положении, мы должны переждать
EVT_890701_NAME;The German Factories;;;;;;;;;;X;Немецкие заводы закрываются
EVT_890701_DESC;The scoundrel Board of Directors of the AOG has decided to close the factories inside our borders to 'maximize their profits.';;;;;;;;;;X;Мерзавцы из совета директоров решили закрыть заводы на нашей территории, чтобы 'максимизировать их прибыль'.
EVT_890701_OPTIONA;Let them go;;;;;;;;;;X;Оставить их в покое
EVT_890701_OPTIONB;NO! We cannot let this happen! Buy them now!;;;;;;;;;;X;Мы не позволим этому случится! Выкупите их все!
EVT_890702_NAME;The Labor Force of Southern China;;;;;;;;;;X;Рабочая сила Южного Китая
EVT_890702_DESC;After we stopped guaranteeing job security, 'Iron Rice Bowl' jobs as the Chinese call it, to the Chinese people the workers have begun to do more worrying than working. Almost overnight, fully one third of Southern China's workforce was unemployed. A large majority of these people became migratory workers, moving from job to job in great masses.  There have been attempts to unionize in the more urbanized areas, and the Unionists were made an example of.;;;;;;;;;;X;#TODO
EVT_890702_OPTIONA;We've made a mistake, re-instate job security;;;;;;;;;;X;Мы сделали ошибку и вновь обеспечим занятость
EVT_890702_OPTIONB;There is unemployment, but have you seen the profits!?;;;;;;;;;;X;Китайцы безработны, но вы видели прибыли!?
EVT_890703_NAME;The Labor Riots of Changsha and Nanchang;;;;;;;;;;X;Массовые беспорядки в Чанше и Наньчане
EVT_890703_DESC;As unemployment in the Northern and Southern areas continued to climb, dissent began to climb with them. Disturbing news comes from the Changsha and Nanchang regions as riots broke out in the two industrial cities as well as smaller riots all over the company. The only region where there have been no reported riots is the coastline as the fishing and shipping industries remain unaffected.;;;;;;;;;;X;#TODO
EVT_890703_OPTIONA;Riots are like forest fires, best to just stand back and let them burn;;;;;;;;;;X;Беспорядки подобны лесным пожарам, лучше отойти и позволить им гореть дальше
EVT_890703_OPTIONB;If we let them continue, who knows what next!;;;;;;;;;;X;Если мы не вмешаемся, то кто знает, что произойдет дальше!
EVT_627096_NAME;The Status of the Reforms;;;;;;;;;;X;Состояние реформ
EVT_627096_DESC;The Board Meeting was held today. At the last conference, the decision to begin downsizing was made by the Board. They are expected to make a decision whether to continue downsizing or not.;;;;;;;;;;X;Заседание совета было проведено сегодня. Совет должен принять решение, продолжать реформы или нет
EVT_627096_OPTIONA;Begin to De-Germanize the Face of the AOG;;;;;;;;;;X;Начнем дегерманизацию компании
EVT_627096_OPTIONB;We have made enough progress with our comprimise, we met our goals;;;;;;;;;;X;Мы добились сущесственного прогресса компромиссным решением
EVT_627096_OPTIONC;Abandon the reforms, we're getting in too deep!;;;;;;;;;;X;Отказаться от реформ, мы зашли слишком далеко!
EVT_627094_NAME;De-Germanizing the AOG;;;;;;;;;;X;Дегерманизация ВВК
EVT_627094_DESC;As we have give more and more influence to the Chinese Governors and elites, there has been more and more of a push to put more power into their hands.;;;;;;;;;;X;С увеличением влияния на китайскую элиту мы получили еще больше власти в свои руки
EVT_627094_OPTIONA;Claim some independence and reorganize;;;;;;;;;;X;Позволить китайцам контролировать ВВК
EVT_627094_OPTIONB;Form a Republic;;;;;;;;;;X;Превратить ВВК в республику
EVT_627094_OPTIONC;We belong to the Qing Empire;;;;;;;;;;X;Воссоединится с империей Цин
EVT_627095_NAME;The AoG are joining the Empire;;;;;;;;;;X;ВВК присоединяется к империи
EVT_627095_DESC;The AoG is returning to it's Chinese roots and has decided to rejoin the Empire!;;;;;;;;;;X;Новое китайское руководство ВВК решило воссоединиться с империей!
EVT_627095_OPTIONA;This is a great day for China!;;;;;;;;;;X;Это великий день для Китая!
EVT_627097_NAME;Forming a Republic;;;;;;;;;;X;Создание республики
EVT_627097_DESC;The AOG will be reorganized into a free republic under guidance of the Chinese democrats.;;;;;;;;;;X;Всеобщая восточноазиатская компания будет преобразована в свободную республику под управлением китайских демократов.
EVT_627097_OPTIONA;Form the republic!;;;;;;;;;;X;Создать республику!
EVT_627098_NAME;AOG declares independence from Berlin!;;;;;;;;;;X;ВВК провозглашает независимость от Берлина!
EVT_627098_DESC;The efforts of the Board of Directors in the AOG to bring stability to their corporate semi-state by inviting locals into leading positions backfired and the AOG has declared complete independence from the German Empire. Now we must decide what our next move will be!;;;;;;;;;;X;#TODO
EVT_627098_OPTIONA;Let them be!;;;;;;;;;;X;Оставим ее в покое!
EVT_627098_OPTIONB;They will be crushed!;;;;;;;;;;X;Уничтожим их!
EVT_627099_NAME;Long live the Republic;;;;;;;;;;X;Да здравствует республика!
EVT_627099_DESC;We have established Republican countrol over the former AOG lands!;;;;;;;;;;X;Республика установила полный контроль над бывшими землями ВВК!
EVT_627099_OPTIONA;Huzzah!;;;;;;;;;;X;Ура!
EVT_750200_NAME;The German Empire has been defeated;;;;;;;;;;X;Германия разбита
EVT_750200_DESC;The German Empire, once the leading power of the world, was utterly defeated in Europe. Shockwaves created by the German defeat reached even German overseas territory. Defeated Chinese republicans together with the rest of the nation are raising their heads, in hopes that the fall of German Empire will herald the fall of the AOG as well. What shall we do?;;;;;;;;;;X;#TODO
EVT_750200_OPTIONA;Rejoin the Qing Empire;;;;;;;;;;X;Воссоединится с империей Цин
EVT_750200_OPTIONB;Ask Japan for protection;;;;;;;;;;X;Просить защиты у Японии
EVT_750200_OPTIONC;Ask Russia for protection;;;;;;;;;;X;Просить защиты у России
EVT_750200_OPTIOND;Ask the United States for protection;;;;;;;;;;X;Просить защиты у США
EVT_750200_OPTIONE;Allow the Chinese to rule;;;;;;;;;;X;Позволить управлять китайцам
EVT_750200_OPTIONF;We shall survive this!;;;;;;;;;;X;Мы переживем это!
EVT_750201_NAME;The AoG surrenders before us;;;;;;;;;;X;Всеобщая восточноазиатская компания желает воссоединится с нами
EVT_750201_DESC;The defeat of the German Empire in Europe sent shockwaves throughout the entire German colonial empire and the AOG was no different. In order to protect themselves from the fires of revolution, the board of AOG directors decided to fully rejoin our Empire.;;;;;;;;;;X;#TODO
EVT_750201_OPTIONA;Great!;;;;;;;;;;X;Отлично!
EVT_750202_NAME;The AOG asks us for protection;;;;;;;;;;X;ВВК просит защиты
EVT_750202_DESC;The defeat of the German Empire in Europe sent shockwaves throughout the entire German colonial empire and the AOG was no different. In order to protect themselves from the fires of revolution, the board of AOG directors decided to ask our state for protection.;;;;;;;;;;X;#TODO
EVT_750202_OPTIONA;Accept their offer!;;;;;;;;;;X;Принять их предложение!
EVT_750202_OPTIONB;Refuse their alliance, we don't need anyone!;;;;;;;;;;X;Отклонить их предложение, нам никто не нужен!
EVT_750203_NAME;The AOG asks us for protection;;;;;;;;;;X;ВВК просит защиты
EVT_750203_DESC;The defeat of the German Empire in Europe sent shockwaves throughout the entire German colonial empire and the AOG was no different. In order to protect themselves from the fires of revolution, the board of AOG directors decided to ask our state for protection.;;;;;;;;;;X;#TODO
EVT_750203_OPTIONA;Accept their offer!;;;;;;;;;;X;Принять их предложение!
EVT_750203_OPTIONB;Refuse their alliance, we don't need anyone!;;;;;;;;;;X;Отклонить их предложение, нам никто не нужен!
EVT_750204_NAME;The AOG asks us for protection;;;;;;;;;;X;ВВК просит защиты
EVT_750204_DESC;The defeat of the German Empire in Europe send shockwaves throughout the entire German colonial empire and the AOG was no different. In order to protect themselves from the fires of revolution, the board of AOG directors decided to ask our state for protection.;;;;;;;;;;X;#TODO
EVT_750204_OPTIONA;Accept their offer!;;;;;;;;;;X;Принять их предложение!
EVT_750204_OPTIONB;Refuse their alliance, we don't need anyone!;;;;;;;;;;X;Отклонить их предложение, нам никто не нужен!
#\China\Cores.txt;;;;;;;;;;;X;
EVT_63048_NAME;The Brotherhood is Growing;;;;;;;;;;X;Братство усиливается
EVT_63048_DESC;As our forces storm across China, we are gaining more and more support among the peasants. Young men are leaving their homes and taking up the sword to fight Evil and Corruption. Soon, we will be large enough to bring down the Qing Empire once and for all.;;;;;;;;;;X;#TODO
EVT_63048_OPTIONA;The Mandate of Heaven is with The Brotherhood! Down with the Qing!;;;;;;;;;;X;Мы получили Небесный мандат! Долой Цин!
EVT_63049_NAME;The Forbidden City has been Captured;;;;;;;;;;X;Запретный город захвачен
EVT_63049_DESC;We have liberated the city of Jingshi from the Qing, but we failed to capture the Emperor. The Peasants in the area are joining our growing army, and at this rate we will soon be unstoppable.;;;;;;;;;;X;Мы освободили Цзыцзиньчэн от цинских войск, но не смогли захватить императора. Крестьяне этой области присоединились к нашей растущей армии.
EVT_63049_OPTIONA;We have taken the Capital of the Corrupt Qing! Huzzah!;;;;;;;;;;X;Мы овладели столицей порочных Цин! Ура!
EVT_63050_NAME;The Nanyang Province has been Captured;;;;;;;;;;X;Занятие провинции Наньян
EVT_63050_DESC;The Nanyang Province is now in our hands and the people have risen up to help us with our struggle.;;;;;;;;;;X;Провинция Наньян теперь в наших руках. Крестьяне этой области присоединились к нашей растущей армии.
EVT_63050_OPTIONA;Secure the city, then rid the countryside of the Imperial Forces;;;;;;;;;;X;Город в безопасности
EVT_63051_NAME;The Millenarians Capture Honhot;;;;;;;;;;X;Провинция Хонхот захвачена
EVT_63051_DESC;The Honhot Province has been captured by our growing forces. Local peasants and farmers have joined the cause after we liberated them from the oppresive Qing.;;;;;;;;;;X;Провинция Хонхот была занята нашими силами. Местные крестьяне присоединились к нам, после того как мы освободили их от цинской деспотии.
EVT_63051_OPTIONA;Now, we must push East towards the Forbidden City!;;;;;;;;;;X;Теперь мы должны идти на восток в сторону Запретного города!
EVT_63052_NAME;The Millenarians Capture Honhot;;;;;;;;;;X;Провинция Хонхот захвачена
EVT_63052_DESC;The Honhot Province has been captured by our growing forces. Local peasants and farmers have joined the cause after we liberated them from the oppresive Qing.;;;;;;;;;;X;Провинция Хонхот была занята нашими силами. Местные крестьяне присоединились к нам, после того как мы освободили их от цинской деспотии.
EVT_63052_OPTIONA;Now, we must push Southeast towards Nanjing!;;;;;;;;;;X;Теперь мы должны идти на юг в сторону Нанкина!
EVT_63053_NAME;The Hebei Province has been Captured;;;;;;;;;;X;Мы заняли провинцию Хэбэй
EVT_63053_DESC;In our push South, we have captured the Hebei Province and it's capital city of Handan and have gained the peasant's support North of the Yellow River.;;;;;;;;;;X;Наш удар на юг позволил захватить провинцию Хэбэй и ее столицу город Ханьдань и получить поддержку крестьян на северном береге Хуанхэ.
EVT_63053_OPTIONA;The Land North of the Yellow River has been liberated!;;;;;;;;;;X;Северный берег Хуанхэ освобожден!
EVT_63054_NAME;Xuzhou has been Captured;;;;;;;;;;X;Мы заняли провинцию Сюйчжоу
EVT_63054_DESC;The Northern half of the Jiangsu Province has been taken. Our forces have reached the Yellow Sea, and now we must follow the coast down south and destory the Qing.;;;;;;;;;;X;Северная часть провинции Цзянсу взята. Наши войска достигли Желтого моря и теперь мы должны должны окончательно уничтожить Цин.
EVT_63054_OPTIONA;For Hong Xiuquan and Yang Xiuqing!;;;;;;;;;;X;За Хун Сюцюаня и Ян Сюцина!
EVT_63055_NAME;The Millenarians control the streets of Jiangning;;;;;;;;;;X;Мы контролируем улицы Цзяннина
EVT_63055_DESC;The coastal Qing city of Jiangning has been captured. The days of the Qing are coming to a close as our troops retake the former capital of the Taiping Kingdom, where Qing General Zeng Guofan of the Qing slaughtered over 100,000 when retaking the city from the Taiping Kingdom in 1864.;;;;;;;;;;X;#TODO
EVT_63055_OPTIONA;Heaven's Capital returns to Righteous Hands!;;;;;;;;;;X;Небесная столица возвращается в праведные руки!
EVT_63056_NAME;The Fall of the Qing Empire;;;;;;;;;;X;Падение империи Цин
EVT_63056_DESC;The Mandate of Heaven is with us, and we have proven it on the battlefield. We have won the support of the peasants and we have seized all the major cities and brought the corrupt Empire to its knees. We have forced the Emperor to abdicate, now we must secure our position in the countryside and from there, reunite all of China.;;;;;;;;;;X;#TODO
EVT_63056_OPTIONA;We will achieve what our ancestors failed, Reunite China under the Heavens!;;;;;;;;;;X;Единый Китай под небесами!
EVT_63097_NAME;Integration of the northern China;;;;;;;;;;X;Интеграция Северного Китая
EVT_63097_DESC;Imperial troops are marching through the streets of the Chinese Capital of Beijing. Against all predictions, we have achieved this magnificent victory, but the hardest of days are still ahead. We must still take control of large swathes of Chinese territory before we can unite all of China under a single banner.;;;;;;;;;;X;#TODO
EVT_63097_OPTIONA;The hearth of China is under our control!;;;;;;;;;;X;Сердце Китая под нашим контролем!
#\China\Fengtien Republic.txt;;;;;;;;;;;X;
EVT_627078_NAME;Zhang Zuelin's decision;;;;;;;;;;X;Решение Чжан Цзолиня
EVT_627078_DESC;For years we have bent under the weight of Japanese control. The Qing Emperor, Pu Yi, has been a friend and if things had gone differently  we might have supported him in his ascension. Now the Japanese are attacking him and despite their promise to crush him quickly and effortlessly his troops are on our territory. We must make a decision with regards to our future!;;;;;;;;;;X;#TODO
EVT_627078_OPTIONA;We must continue our support the Japanese;;;;;;;;;;X;Мы должны продолжать поддерживать японцев
EVT_627078_OPTIONB;We must continue in our struggle;;;;;;;;;;X;Мы должны продолжать борьбу
EVT_627078_OPTIONC;We must ally with Japan;;;;;;;;;;X;Мы должны заключить союз с Японией
EVT_627078_OPTIOND;Back out of the fighting;;;;;;;;;;X;Выйти из борьбы
EVT_627078_OPTIONE;We must fight for Pu Yi and China!;;;;;;;;;;X;Мы должны сражаться за Пу И и Китай!
EVT_627078_OPTIONF;Support Pu Yi in secret;;;;;;;;;;X;Тайно поддерживать Пу И
EVT_925045_NAME;Manchuria wants to form an alliance;;;;;;;;;;X;Маньчжурия предлагает союз
EVT_925045_DESC;The government of Manchuria has annouced recently that they want to form an alliance with us in order to protect their independence in struggle against the remaining Chinese factions. What shall we do?;;;;;;;;;;X;Правительство Маньчжурии предложило нам заключить союз против других китайских государств, надеясь сохранить свою независимость. Что мы им ответим?
EVT_925045_OPTIONA;YES!;;;;;;;;;;X;ДА!
EVT_925045_OPTIONB;Rather not.;;;;;;;;;;X;Нет
EVT_627061_NAME;Zhang Zuelin's Betrayal;;;;;;;;;;X;Предательство Чжан Цзолиня
EVT_627061_DESC;Zhang Zuelin has declared his independence and decided to back out of our alliance and war against the Germans. We must react quickly and with force!;;;;;;;;;;X;Чжан Цзолинь провозгласил свою независимость, вышел из союза с нами и прекратил военные действия против немцев. Мы должны быстро отреагировать и проучить его!
EVT_627061_OPTIONA;We must destroy him!;;;;;;;;;;X;Мы должны уничтожить его!
EVT_627061_OPTIONB;Maybe it is time to back down fully;;;;;;;;;;X;Возможно, пришло время отступить 
EVT_627061_OPTIONC;Let him go;;;;;;;;;;X;Пусть делает что хочет
EVT_627062_NAME;Zhang Zueling has refused to fight!;;;;;;;;;;X;Чжан Цзолинь сложил оружие!
EVT_627062_DESC;Zhang Zueling has thrown off the yoke of Japan and has decided to stop fighting and attempt to eject the Japanese military from his territory.\nWe have control over some of his territory - and he has offered to restart ties with us.;;;;;;;;;;X;#TODO
EVT_627062_OPTIONA;Push him to join us!;;;;;;;;;;X;Предложить ему присоединиться к нам!
EVT_627062_OPTIONB;Let him be;;;;;;;;;;X;Оставим его в покое
EVT_627062_OPTIONC;Without the Japanese he is nothing!;;;;;;;;;;X;Без японцев он ничто!
EVT_627066_NAME;Manchuria Declares for the Qing!;;;;;;;;;;X;#TODO
EVT_627066_DESC;Zhang Zueling has decided to switch his allegiance to us instead of his Japanese Masters!;;;;;;;;;;X;Чжан Цзолинь теперь лоялен нам, а не своим японским хозяевам!
EVT_627066_OPTIONA;How Great is China!;;;;;;;;;;X;Как велик Китай!
EVT_627064_NAME;Japan seeks to negotiate;;;;;;;;;;X;Япония хочет начать переговоры
EVT_627064_DESC;When Zhang Zueling switched sides in the war Japan decided that it had lost any grounds to continue fighting. They are proposing a peace deal.;;;;;;;;;;X;После предательства Чжан Цзолиня Япония решила, что она больше не может продолжать борьбу. Она предлагает подписать мирный договор.
EVT_627064_OPTIONA;We never wanted this war to begin with;;;;;;;;;;X;Мы никогда не хотели этой войны
EVT_627064_OPTIONB;We will finish what they started!;;;;;;;;;;X;Мы закончим то, что они начали!
EVT_627065_NAME;The Qing are pushing us;;;;;;;;;;X;Цин давит на нас
EVT_627065_DESC;As soon as we backed out of the war the Qing demanded that we surrender to them. Is this worth independance or not?;;;;;;;;;;X;Сразу после нашего выхода из войны цинское правительство потребовало от нас подчинения. Откажемся ли мы от своей независимости?
EVT_627065_OPTIONA;Accept the Qing demand;;;;;;;;;;X;Принять предложение Цин
EVT_627065_OPTIONB;Politely refuse and end the matter;;;;;;;;;;X;Вежливо отказаться и поставить точку в этом вопросе
EVT_627067_NAME;Our negotiators are meeting with the Japanese;;;;;;;;;;X;Наши дипломаты встретились с японцами
EVT_627067_DESC;Our negotiation team is meeting with the Japanese envoy, how should we start the negotiations? Should we go easy and just get this war over as soon as possible or should we try to crush their spirit once and for all!;;;;;;;;;;X;Наши дипломаты встретились с японским посланником, мы готовы начать переговоры. Мы можем пойти по легкому пути и просто закончить эту войну как можно скорее или постараться и сломить их дух раз и навсегда!
EVT_627067_OPTIONA;Go easy on them and make small demands;;;;;;;;;;X;Не усердствовать и предъявить небольшие требования
EVT_627067_OPTIONB;We must bring them to their knees!;;;;;;;;;;X;Мы должны поставить их на колени!
EVT_627068_NAME;The Fengtien have submitted!;;;;;;;;;;X;Фэнтяньская республика подчинилась!
EVT_627068_DESC;Zhang Zueling has surrendered to our demands!;;;;;;;;;;X;Чжан Цзолинь принял наши требования! 
EVT_627068_OPTIONA;Hooray!;;;;;;;;;;X;#TODO
EVT_627069_NAME;Zhang Zueling has refused our demands;;;;;;;;;;X;Чжан Цзолинь отклонил наши требования
EVT_627069_DESC;when Zueling dropped out of the war a problem faced the warring powers, no front line. Now Zueling has refused our demands. Should we the reopen conflict?;;;;;;;;;;X;Выход Цзолиня из войны стал проблемой для воюющих держав, лишив их линии фронта. Должны ли мы возобновить конфликт? 
EVT_627069_OPTIONA;We must continue this war!;;;;;;;;;;X;Мы должны продолжить эту войну!
EVT_627069_OPTIONB;We will guard our beaches and let the Germans fight;;;;;;;;;;X;Мы должны охранять наше побережье, пусть воюют немцы
EVT_627069_OPTIONC;If we dropped out too.....;;;;;;;;;;X;Мы тоже должны прекратить это...
EVT_627070_NAME;OH NO! My troops are defecting!;;;;;;;;;;X;О, нет! Мои войска бежали! 
EVT_627070_DESC;Yes, it's true half my army has defected! Of course I still support my fabulous Japanese masters! I would never help the enemy...;;;;;;;;;;X;Да, это правда, половина моих солдат бежала! Разумеется, я по-прежнему поддерживаю моих японских господ. Я никогда не позволю врагу...
EVT_627070_OPTIONA;We switch sides, I mean defectors should be shot!;;;;;;;;;;X;Мы перейдем на их сторону, я имею ввиду перебежчиков нужно расстреливать!
EVT_627075_NAME;Zhang Zueling is playing games;;;;;;;;;;X;Игра против Чжан Цзолиня
EVT_627075_DESC;We have recieved a communication from the Fengtein army that half of their forces are joining us.... Unless this is false or a ruse this is a great day indeed!;;;;;;;;;;X;Мы получили сообщение от фэнтяньской армии, что половина ее солдат готова присоединиться к нам... Если сообщения не лгут, то это великий день для нас!
EVT_627075_OPTIONA;keep them under watch but let them fight!;;;;;;;;;;X;Держать их под наблюдением, но позволить сражаться! 
EVT_627071_NAME;We have sat down at the table;;;;;;;;;;X;Мы сели за стол переговоров
EVT_627071_DESC;When we offered a negotiated peace we thought the Germans would be fierce in their demands. However, they have come to the table wishing to talk sense.;;;;;;;;;;X;Когда мы предложили мирные переговоры, мы думали что немцы предъявят большие требования. Тем не менее, они выступают за вполне разумный мирный договор.
EVT_627071_OPTIONA;Peace with Honor!;;;;;;;;;;X;Почетный мир!
EVT_627071_OPTIONB;There will be no peace!;;;;;;;;;;X;Мира не будет!
EVT_627072_NAME;We have sat down at the table;;;;;;;;;;X;Мы сели за стол переговоров
EVT_627072_DESC;We have sat down and the German's demands are unreasonable in any respect.;;;;;;;;;;X;Мы начали переговоры, но требования немцев завышены и совершенно неразумны.
EVT_627072_OPTIONA;We must have peace!;;;;;;;;;;X;Нам нужен мир!
EVT_627072_OPTIONB;NEVER!;;;;;;;;;;X;#TODO
EVT_627073_NAME;The Qing have abandoned us!;;;;;;;;;;X;Цин предала нас!
EVT_627073_DESC;After the Fengtein dropped away from Japan, the Qing have decided to back away from us and sign a ceasefire with the treacherous Japanese!;;;;;;;;;;X;После того, как мы предали Японию, Цин оставила нас и вышла из войны! 
EVT_627073_OPTIONA;We will destory them too!;;;;;;;;;;X;Мы уничтожим и их!
EVT_627073_OPTIONB;Goodbye!;;;;;;;;;;X;Прощайте!
EVT_627074_NAME;The Qing have followed the Fengtein;;;;;;;;;;X;Цин сделует за Фэнтянем
EVT_627074_DESC;The Qing have called for a complete end to hostilities, with the loss of Fengtein we have no border and the Germans are our primary concern anyways;;;;;;;;;;X;Цин предложили нам полное прекращение военных действий, поскольку после потери Фэнтяня у нас нет общей границы и нашим главным противником остаются немцы.
EVT_627074_OPTIONA;We can always come back later;;;;;;;;;;X;Мы всегда можем вернуться позже
EVT_627074_OPTIONB;We must continue this war!;;;;;;;;;;X;Мы должны продолжить эту войну!
EVT_627076_NAME;Japan has attacked us!;;;;;;;;;;X;Япония атаковала нас!
EVT_627076_DESC;AFter our betrayal the Japanese have decided to add us to their enemies!;;;;;;;;;;X;После нашего предательства японцы внесли нас в список своих врагов!
EVT_627076_OPTIONA;We must turn to the Qing, There is refuge;;;;;;;;;;X;Мы должны обратиться к Цин. Это наше последнее пристанище.
EVT_627076_OPTIONB;We brought this upon ourselves;;;;;;;;;;X;Мы справимся сами
EVT_627077_NAME;The Qing have followed our lead;;;;;;;;;;X;Цин следует нашему примеру
EVT_627077_DESC;After we dropped out and refused to join the Qing they followed suit and now have reapproached us, since we are both now banished from the powers\nmaybe we should join together;;;;;;;;;;X;#TODO
EVT_627077_OPTIONA;We must turn to the Qing, There is peace and power;;;;;;;;;;X;Мы должны обратиться к Цин, чтобы обрести мир и защиту
EVT_627077_OPTIONB;Well good for them!;;;;;;;;;;X;Всего хорошего им!
EVT_627079_NAME;Kolchak has broken away from Japanese rule!;;;;;;;;;;X;Колчак сбросил японское правление!
EVT_627079_DESC;With Kolchak breaking away from the Japanese maybe we should consider our options. We could join him or we could look to the Qing.;;;;;;;;;;X;После того, как Колчак заполучил Сибирь и освободился от японцев, мы должны оценить наши возможности. Мы могли бы присоединиться к нему или обратиться к Цин.
EVT_627079_OPTIONA;Stay with Japan;;;;;;;;;;X;Остаться с Японией
EVT_627079_OPTIONB;Talk with Kolchak;;;;;;;;;;X;Начать переговоры с Колчаком
EVT_627079_OPTIONC;Approach Pu Yi;;;;;;;;;;X;Обратиться к Пу И
EVT_627080_NAME;Zhang Zueling wishes to join us!;;;;;;;;;;X;Чжан Цзолинь хочет присоединиться к нам!
EVT_627080_DESC;Almost as soon as we broke away from Japan the Fengtien approached us about an alliance! Together we shall have the power to overcome the Japanese.;;;;;;;;;;X;Почти сразу после отделения от Японии Фэнтяньская республика предложила нам союз! Вместе мы будем достаточно сильны, чтобы одолеть японцев.
EVT_627080_OPTIONA;Accept;;;;;;;;;;X;#TODO
EVT_627080_OPTIONB;Turn him down;;;;;;;;;;X;Отказать ему
EVT_627083_NAME;Remove our support;;;;;;;;;;X;Прекращение нашей поддержки
EVT_627083_DESC;Zueling has betrayed us - me must immediately remove all aid from his pitiful country.;;;;;;;;;;X;Цзолинь предал нас - мы должны немедленно прекратить оказывать помощь его жалкой стране
EVT_627083_OPTIONA;Order the removal of support!;;;;;;;;;;X;Приказать прекратить поддержку!
EVT_627084_NAME;Japan has removed support from our country;;;;;;;;;;X;Япония прекратила поддержку нашей страны
EVT_627084_DESC;Japan has ordered all development agencies, firms, and military aides to leave our country.;;;;;;;;;;X;Япония приказала всем агенствам по развитию, фирмам и военным помощникам покинуть нашу страну.
EVT_627084_OPTIONA;Well what did you expect?;;;;;;;;;;X;А чего вы ожидали?
EVT_627081_NAME;Zhang Zueling wishes to join us!;;;;;;;;;;X;Чжан Цзолинь хочет присоединиться к нам!
EVT_627081_DESC;Almost as soon as they broke away from Japan the Fengtien approached us about joining the Empire.;;;;;;;;;;X;Почти сразу после отделения от Японии Фэнтяньская республика обратилась к нам с просьбой о присоединении к империи.
EVT_627081_OPTIONA;Accept;;;;;;;;;;X;#TODO
EVT_627081_OPTIONB;Turn him down;;;;;;;;;;X;Отказать ему
EVT_627082_NAME;Kolchak has refused our offer;;;;;;;;;;X;Колчак отказался от нашего предложения
EVT_627082_DESC;With Kolchak's refusal we are treading deep water... Japan may attack us if we don't find support soon.;;;;;;;;;;X;После отказа Колчака мы оказались в большой опасности... Япония может напасть на нас, если мы не найдем союзника в ближайшее время.
EVT_627082_OPTIONA;We will be independent no matter what!;;;;;;;;;;X;Мы останемся независимыми!
EVT_627082_OPTIONB;Approach Pu Yi;;;;;;;;;;X;Обратиться к Пу И
EVT_627085_NAME;The Qing have turned us down!;;;;;;;;;;X;Цин отказывается от нашего предложения!
