#\Russia\Armenia.txt;;;;;;;;;;;X;
EVT_750812_DESC;The Church has protested the creation of the new law as being a direct threat to its practice and traditions. They have criticised the creation of the new law and has refused to hand over any material in the church. The church's refusal to comply with the law is causing serious internal problems to our state. What shall we do ?;;;;;;;;;;X;#TODO
EVT_750812_OPTIONA;Ignore the protests;;;;;;;;;;X;Игнорировать протесты
EVT_750812_OPTIONB;We should listen to the priests;;;;;;;;;;X;Мы должны прислушать к священникам
EVT_750813_NAME;Armenian Book Burning;;;;;;;;;;X;Армяне жгут книги
EVT_750813_DESC;Armenian Agitators have burned several Turkish books and have smashed several shops. The Ottoman delegation is upset at the current anti-Ottoman sentiment that is running through Armenia. They are demanding that we do something to safeguard ethic Turks.;;;;;;;;;;X;#TODO
EVT_750813_OPTIONA;Arrest the priests and the agitators;;;;;;;;;;X;Арестовать священнослужителей и агитаторов
EVT_750813_OPTIONB;Arrest only the agitators;;;;;;;;;;X;Арестовать только агитаторов
EVT_750813_OPTIONC;We can not oppose national will;;;;;;;;;;X;Мы не можем противостоять народной воле
EVT_750814_NAME;Revolt In Armenia;;;;;;;;;;X;Революция в Армении
EVT_750814_DESC;The arrest of the priests has led to a full scale revolt in Armenia and the government is in panic. There seems no way to stop the revolt. We could request help from the Ottomans but this could increase the Ottoman influence on our country. However, if we don't ask for help the government will probably collapse.;;;;;;;;;;X;#TODO
EVT_750814_OPTIONA;Ask for the Ottomans help;;;;;;;;;;X;Попросить у османов помощи
EVT_750814_OPTIONB;Government is forced to flee country;;;;;;;;;;X;#TODO
EVT_750815_NAME;Nationalist Armenian Government;;;;;;;;;;X;Национальное армянское правительство
EVT_750815_DESC;From the ashes of the old Armenian government, a new glorious Armenian government has risen. No longer will the Armenian people suffer under the yoke of the Ottoman Empire.;;;;;;;;;;X;Из пепла старого армянского правительство восстало славное новое. Армянский народ больше не будет страдать под игом Османской империи.
EVT_750815_OPTIONA;A new day for Armenia;;;;;;;;;;X;Новый день для Армении
EVT_750816_NAME;Armenian Government Requests Assistance;;;;;;;;;;X;Правительство Армении просит помощи
EVT_750816_DESC;The Armenians have arrested several of the people who were responsible for the unrest there. They have requested that we send in troops to put down the unrest that has arisen due to the arrests. The fear is that the country will once again be drawn into a long drawn out occupation and there is also the Russian question as the presence of Turkish troops in Armenia would no doubt cause friction.;;;;;;;;;;X;#TODO
EVT_750816_OPTIONA;Send in the troops;;;;;;;;;;X;Отправить войска
EVT_750816_OPTIONB;Not worth the damage;;;;;;;;;;X;Это того не стоит
EVT_750817_NAME;Ottoman Troops Enter Armenia;;;;;;;;;;X;Турецкие войска входят в Армению
EVT_750817_DESC;The Ottomans have sent troops into Armenia to quell the unrest and they will shortly restore order in the country.;;;;;;;;;;X;Турки послали войска для восстановления порядка в стране.
EVT_750817_OPTIONA;Welcome!;;;;;;;;;;X;Добро пожаловать!
EVT_750818_NAME;Agitators Arrested;;;;;;;;;;X;Агитаторы аррестованы
EVT_750818_DESC;With the agitators arrested Armenia as a whole seems to have calmed down for now but there is a seathing undercurrent of nationalism which could rise again at any point.;;;;;;;;;;X;Арест агитаторов позволил восстановить порядок, но националистическое движение не уничтожено и восстание может вспыхнуть в любой момент.
EVT_750818_OPTIONA;Not a bad outcome;;;;;;;;;;X;Неплохой результат
EVT_750819_NAME;The Armenians Have Refused to Arrest the Agitators;;;;;;;;;;X;Армяне отказались арестовать агитаторов
EVT_750819_DESC;The foolish Armenians have refused to arrest the agitators that have shown disrespect to the Ottoman Empire. We must make a statement about this.;;;;;;;;;;X;Глупые армяне отказались арестовывать агитаторов, которые действуют против Османской империи. Что мы предпримем?
EVT_750819_OPTIONA;Lodge a protest and hope they comply;;;;;;;;;;X;Выразить протест, и надеятся, что они подчинятся
EVT_750819_OPTIONB;Threaten them with war!;;;;;;;;;;X;Угрожать им войной!
EVT_750820_NAME;The Ottomans Lodge a Protest;;;;;;;;;;X;Турки выразили протест
EVT_750820_DESC;The Ottomans have formally protested our unwillingness to arrest the agitators. This protest could lead to larger problems with Turkey but if we do go ahead with the arrests it could lead to further unrest.;;;;;;;;;;X;Турки официально выразили протест, нашему отказу ареста агитаторов. Этот протест может повлечь серьезные проблемы, но аресты приведут к большим беспорядкам.
EVT_750820_OPTIONA;Ignore the protest;;;;;;;;;;X;Игнорировать протест
EVT_750820_OPTIONB;Cave in to the Turks;;;;;;;;;;X;Уступить туркам
EVT_750821_NAME;Ottomans Threaten War;;;;;;;;;;X;Османы угражают войной
EVT_750821_DESC;The Ottomans have threatened war over the refusal to arrest the agitators. This would be a disaster for Armenia if it happened but if we do back down there will probably be a lot of unrest all over Armenia.;;;;;;;;;;X;Османы угрожают войной, если мы не арестуем агитаторов. Это будет катастрофой для Армении, но аресты приведут к дальнейшим беспорядкам.
EVT_750821_OPTIONA;Cave to the Turks demands;;;;;;;;;;X;Уступить туркам
EVT_750821_OPTIONB;We will not bow to their demands;;;;;;;;;;X;Мы не выполним их требования
EVT_750822_NAME;Armenia declares independence !;;;;;;;;;;X;Армения провозгласила независимость!
EVT_750822_DESC;For many years, we have ruled over Armenia. But today, our threats of war have pushed Armenia beyond any reason, as they have decided to break free from our sphere of influence, inciting riots in the eastern parts of our empire inhabited by Armenian minorities in the process. How should we react to this mess?;;;;;;;;;;X;#TODO
EVT_750822_OPTIONA;Let them go;;;;;;;;;;X;Оставить их в покое
EVT_750822_OPTIONB;Blasphemy! Crush this upstart!;;;;;;;;;;X;Проклятье! Сокрушить этих выскочек!
EVT_750823_NAME;The Armenians have ignored our complaints;;;;;;;;;;X;#TODO
EVT_750823_DESC;The foolish Armenians have refused to preperly address our complaints against a wave of nationalism rising in Armenia. We must make a statement about this.;;;;;;;;;;X;#TODO
EVT_750823_OPTIONA;Let it slide...;;;;;;;;;;X;#TODO
EVT_750823_OPTIONB;Threaten them with war!;;;;;;;;;;X;Угрожать им войной!
EVT_750826_NAME;Fate of Armenia;;;;;;;;;;X;#TODO
EVT_750826_DESC;Our glorious armed forces have once again succesfully seized entire Armenia. Only question that remains is what should be done with territory of Armenia. While armed forces and nationalist politicians argue for immediate integration of Armenia, liberal factions in our society are arguing for independent Armenia.;;;;;;;;;;X;#TODO
EVT_750826_OPTIONA;Liberate Armenia!;;;;;;;;;;X;#TODO
EVT_750826_OPTIONB;Directly integrate Armenia !;;;;;;;;;;X;#TODO
EVT_750826_OPTIONC;Continue with military occupation !;;;;;;;;;;X;Продолжить оккупацию!
EVT_750827_NAME;Independent Armenia;;;;;;;;;;X;#TODO
EVT_750827_DESC;We are once again free.....;;;;;;;;;;X;Мы снова свободны.
EVT_750827_OPTIONA;Great !;;;;;;;;;;X;Ok
#\Russia\cossacks.txt;;;;;;;;;;;X;
EVT_750351_NAME;The Return of the Tsar;;;;;;;;;;X;Возвращение царя
EVT_750351_DESC;A new Tsar has been crowned in Russia! Historically our people served the Emperors of Russia faithfully and were rewarded generously with both liberty and security. Now, while we do have complete freedom, we are surrounded by potential enemies. A general council of all the clans should be held to decide what to do.;;;;;;;;;;X;#TODO
EVT_750351_OPTIONA;We shall serve the new Tsar on our own terms.;;;;;;;;;;X;Мы будем служить новому царю, но наших условиях
EVT_750351_OPTIONB;It is time to return to the fold, we should submit.;;;;;;;;;;X;Пора вернуться в отчий дом
EVT_750351_OPTIONC;We are now free Cossacks and need no master!;;;;;;;;;;X;Мы теперь свободные казаки, и нам не нужен правитель!
EVT_750352_NAME;The Cossacks Resolve;;;;;;;;;;X;Решение казаков
EVT_750352_DESC;The Cossacks have offered to serve us but ask for us to respect their independence. How should we respond?;;;;;;;;;;X;Казаки предложили служить нам, но с сохранением их независимости. Как мы отреагируем?
EVT_750352_OPTIONA;We welcome the return of our loyal allies.;;;;;;;;;;X;Мы приветствуем возвращение наших друзей
EVT_750352_OPTIONB;We must decline their offer politely.;;;;;;;;;;X;Мы отклоняем их предложение
EVT_750352_OPTIONC;Upstarts, your lands are rightfully Russian!;;;;;;;;;;X;Их земли по праву принадлежат нам!
EVT_750354_NAME;The Cossacks Resolve;;;;;;;;;;X;Решение казаков
EVT_750354_DESC;The Cossacks have broken with centuries of tradition and renounced all ties with our Empire! How should we respond?;;;;;;;;;;X;Казаки порушили вековые традиции и разорвали все отношения с нашей империей. Как мы отреагируем?
EVT_750354_OPTIONA;Ignore them, they may freeze on the steppes.;;;;;;;;;;X;Игнорировать их - пусть мерзнут в степях одни
EVT_750354_OPTIONB;Send gifts to show the Tsar's generosity.;;;;;;;;;;X;Отправьте подарки, чтобы показать щедрость царя.
EVT_750354_OPTIONC;What the Tsar has given them the Tsar shall take away!;;;;;;;;;;X;Что царь им дал, то он и заберет!
EVT_750355_NAME;The Russian Claim;;;;;;;;;;X;Требования русских
EVT_750355_DESC;The Russians have asserted their rights over our lands. Though our warriors are brave we may not be able to win a war against the Russians by ourselves. Perhaps it is time for us to seek allies? The Germans supported our cause after the war and might aid us again. We also have historic ties with the Turkic peoples.;;;;;;;;;;X;#TODO
EVT_750355_OPTIONA;The Germans might help us again.;;;;;;;;;;X;Немцы могут нам снова помочь
EVT_750355_OPTIONB;The Turks and the Kazakhs are people like us.;;;;;;;;;;X;Турки и казахи помогут нам
EVT_750355_OPTIONC;The Cossacks need no allies!;;;;;;;;;;X;Казакам не нужны союзники!
EVT_750356_NAME;The Cossacks approach Germany;;;;;;;;;;X;Казаки просят Германию
EVT_750356_DESC;The Cossacks feel threatened by the growing power of Russia and have approached us, seeking to be our allies.  How should we react?;;;;;;;;;;X;Казаки опасаются возрастающей силы России и просят нас стать союзниками. Как мы отреагируем?
EVT_750356_OPTIONA;Accept their offer.;;;;;;;;;;X;Принять предложение
EVT_750356_OPTIONB;Give them security from German arms, but nothing more.;;;;;;;;;;X;Дать им гарантии безопасности, но не более
EVT_750356_OPTIONC;Stable relationship with Russia is more important.;;;;;;;;;;X;Хорошие отношения с Россией более важны
EVT_750357_NAME;The Cossacks approach the Ottoman Empire;;;;;;;;;;X;Казаки просят Османскую империю
EVT_750357_DESC;The Cossacks feel threatened by the growing power of Russia and have approached us, seeking to be our allies. If we can form an alliance with the Cossacks it will be easier to bring the Azeris and Kazakhs into a general Pan-Turkic alliance. How should we react?;;;;;;;;;;X;#TODO
EVT_750357_OPTIONA;This is a great day for all Turks!;;;;;;;;;;X;Это великий день для всех турков!
EVT_750357_OPTIONB;We will guarantee the security of the Cossacks but nothing more.;;;;;;;;;;X;Дать им гарантии безопасности, но не более
EVT_750357_OPTIONC;No.  The Empire has too many problems already.;;;;;;;;;;X;Нет, у империи и так много проблем
EVT_750358_NAME;Turkish Power;;;;;;;;;;X;Турецкое предложение
EVT_750358_DESC;The Ottomans and the Cossacks have signed an alliance and have suggested that we join them in order to preserve the security of all Turkic peoples. We are sandwiched between Turkestan and Russia and this could be an excellent way of maintaining our independence.;;;;;;;;;;X;#TODO
EVT_750358_OPTIONA;Yes.  We need all the allies we can get.;;;;;;;;;;X;Да, нам нужны любые союзники
EVT_750358_OPTIONB;No, our destiny lies elsewhere!;;;;;;;;;;X;Отказаться
EVT_750359_NAME;Turkish Power;;;;;;;;;;X;Турецкое предложение
EVT_750359_DESC;The Ottomans and the Cossacks have signed an alliance and have suggested that we join them in order to preserve the security of all Turkic peoples. We are very vulnerable in the Caucasus and this could be an excellent way of maintaining our independence.;;;;;;;;;;X;Турки и казаки заключили союз, и предложили нам и казахам присоедиться ради безопасности всех тюрков. Мы очень уязвимы на Кавказе, и это может быть отличным способом сохранить нашу независимость.
EVT_750359_OPTIONA;Yes.  We need all the allies we can get.;;;;;;;;;;X;Да, нам нужны любые союзники
EVT_750359_OPTIONB;No, Our destiny lies elsewhere!;;;;;;;;;;X;Отказаться
EVT_750387_NAME;Turkish Power;;;;;;;;;;X;Турецкое предложение
EVT_750387_DESC;The Ottomans and the Cossacks have signed an alliance and have suggested that we join them in order to preserve the security of all Turkic peoples. We are very vulnerable in the Caucasus and this could be an excellent way of maintaining our independence.;;;;;;;;;;X;Турки и казаки заключили союз, и предложили нам и казахам присоедиться ради безопасности всех тюрков. Мы очень уязвимы на Кавказе, и это может быть отличным способом сохранить нашу независимость.
EVT_750387_OPTIONA;Yes.  We need all the allies we can get.;;;;;;;;;;X;Да, нам нужны любые союзники
EVT_750387_OPTIONB;No, Our destiny lies elsewhere!;;;;;;;;;;X;Отказаться
EVT_750360_NAME;Russia Resurgent;;;;;;;;;;X;Возрождение России
EVT_750360_DESC;Our Russian neighbours seem to be taking a more active role in global affairs.  We should decide our stance towards them before they decide to deal with us themselves.;;;;;;;;;;X;Наши русские соседи начали играть более серьезную роль в мировой политике. Мы должны начать переговоры с ними, пока они не взялись за нас.
EVT_750360_OPTIONA;We shall serve the Russians as we have always done.;;;;;;;;;;X;Мы должны служить русским, как делали это всегда
EVT_750360_OPTIONB;We shall stand with the Russians independently.;;;;;;;;;;X;Присоединиться к ним с сохранением автономии
EVT_750360_OPTIONC;We are free Cossacks and need no master!;;;;;;;;;;X;Мы свободные казаки и нам не нужен правитель!
EVT_750361_NAME;The Cossacks' Resolve;;;;;;;;;;X;Решение казаков
EVT_750361_DESC;The Cossacks have offered to serve us as long as we promise to maintain their freedoms and sovereignity within the Don-Kuban region.;;;;;;;;;;X;Казаки предложили служить нам, если мы сохраним их свободы и суверинетет в донско-кубанском регионе
EVT_750361_OPTIONA;We shall welcome the Cossacks with open arms!;;;;;;;;;;X;Мы приветствуем казаков
EVT_750361_OPTIONB;We are sorry, our interests lie elsewhere.;;;;;;;;;;X;Они нам не нужны
EVT_750361_OPTIONC;The Cossacks have no place in the modern world.  Their lands are Russian!;;;;;;;;;;X;Казакам нет места в новом мире, их земли принадлежат нам!
EVT_750362_NAME;The Cossacks' Resolve;;;;;;;;;;X;Решение казаков
EVT_750362_DESC;The Cossacks have offered to enter into a full alliance with Russia.;;;;;;;;;;X;Казаки предложили заключить союз.
EVT_750362_OPTIONA;We accept the offer of our Cossack brothers.;;;;;;;;;;X;Мы принимаем их предложение
EVT_750362_OPTIONB;Russia has no need of an alliance with the Cossacks.;;;;;;;;;;X;России не нужен союз с казаками
EVT_750362_OPTIONC;The Cossacks have no place in the modern world. Their lands are Russian!;;;;;;;;;;X;Казакам нет места в новом мире, их земли принадлежат нам!
EVT_750363_NAME;The Cossacks Resolve;;;;;;;;;;X;Решение казаков
EVT_750363_DESC;The Cossacks have asserted that they are free from Russia's sphere of influence! What should we do?;;;;;;;;;;X;Казаки решили, что они теперь вне сферы влияния России. Как мы отреагируем?
EVT_750363_OPTIONA;What the Cossacks say is of no interest;;;;;;;;;;X;Что ж...
EVT_750363_OPTIONB;Send gifts to appease them.;;;;;;;;;;X;Отправить им дары
EVT_750363_OPTIONC;The Cossacks have no place in the modern world. Their lands are Russian!;;;;;;;;;;X;Казакам нет места в новом мире, их земли принадлежат нам!
EVT_750364_NAME;Russia Resurgent;;;;;;;;;;X;Возрождение России
EVT_750364_DESC;The rhetoric of the Russian government has become very worrying of late, they seem to want to take back all former Russian lands. We should approach them while they are busy elsewhere before they decide to deal with us themselves.;;;;;;;;;;X;Деятельность правительства России в последнее время вызывает беспокойство. Похоже, они хотят вернуть все бывшие земли империи. Нам нужно вступить с ними в переговоры, пока они не взялись за нас.
EVT_750364_OPTIONA;We shall offer to serve the Russians as we have always done.;;;;;;;;;;X;Мы должны служить русским, как делали это всегда
EVT_750364_OPTIONB;We shall stand with the Russians independently.;;;;;;;;;;X;Присоединиться к ним с сохранением автономии
EVT_750364_OPTIONC;We are free Cossacks and need no masters!;;;;;;;;;;X;Мы свободные казаки и нам не нужен правитель!
EVT_750365_NAME;The Cossacks' Resolve;;;;;;;;;;X;Решение казаков
EVT_750365_DESC;The Cossacks have offered to serve us as long as we promise to maintain their freedoms and sovereignty within the Don-Kuban region.;;;;;;;;;;X;Казаки предложили служить нам, если мы сохраним их свободы и суверинетет в донско-кубанском регионе
EVT_750365_OPTIONA;We shall welcome the Cossacks with open arms!;;;;;;;;;;X;Мы приветствуем казаков
EVT_750365_OPTIONB;We are sorry, our interests lie elsewhere.;;;;;;;;;;X;Они нам не нужны
EVT_750365_OPTIONC;The Cossacks have no place in the modern world. Their lands are Russian!;;;;;;;;;;X;Казакам нет места в новом мире, их земли принадлежат нам!
EVT_750366_NAME;The Cossacks' Resolve;;;;;;;;;;X;Решение казаков
EVT_750366_DESC;The Cossacks have offered to enter into a full alliance with Russia.;;;;;;;;;;X;Казаки предложили заключить союз.
EVT_750366_OPTIONA;We accept the offer of our Cossack brothers.;;;;;;;;;;X;Мы принимаем их предложение
EVT_750366_OPTIONB;Russia has no need of an alliance with the Cossacks.;;;;;;;;;;X;России не нужен союз с казаками
EVT_750366_OPTIONC;The Cossacks have no place in the modern world. Their lands are Russian!;;;;;;;;;;X;Казакам нет места в новом мире, их земли принадлежат нам!
EVT_750367_NAME;The Cossacks Resolve;;;;;;;;;;X;Решение казаков
EVT_750367_DESC;The Cossacks have asserted that they are free from Russia's sphere of influence! What should we do?;;;;;;;;;;X;Казаки решили, что они теперь вне сферы влияния России. Как мы отреагируем?
EVT_750367_OPTIONA;Send gifts to appease them.;;;;;;;;;;X;Отправить им дары
EVT_750367_OPTIONB;The Cossacks have no place in the modern world. Their lands are Russian!;;;;;;;;;;X;Казакам нет места в новом мире, их земли принадлежат нам!
EVT_750367_OPTIONC;We shall show those stinking Cossacks who's boss! Charge!;;;;;;;;;;X;Мы покажем казакам, кто хозяин степей! Вперед!
EVT_750369_NAME;The Tsar Comes to the Don;;;;;;;;;;X;Царь прибыл на Дон
EVT_750369_DESC;The Tsar has come to Krasnodar to be formally recognised as Overlord of the Cossack territories. A grand council has been held and all the Cossack clans have sworn fealty to their new Emperor. Our people rejoice all along the Don and the Kuban!;;;;;;;;;;X;Царь прибыл в Краснодар, для официального признания его правителем новых земель. Все казаки поклялись в верности императору и начались празднества по всей стране!
EVT_750369_OPTIONA;God save the Tsar!;;;;;;;;;;X;Боже царя храни!
EVT_750370_NAME;The Tsar Comes to the Don;;;;;;;;;;X;Царь прибыл на Дон
EVT_750370_DESC;To fulfill the agreement with the Cossacks the Tsar has visited Krasnodar to be formally recognised as Overlord of the Cossack territories. A grand council has been held and all the Cossack clans have sworn fealty to their new Emperor. The Cossacks rejoice all along the Don and the Kuban, the whole ceremony has been relayed across the Empire by radio broadcast and our subjects flock to watch the newsreels in the cinema!;;;;;;;;;;X;#TODO
EVT_750370_OPTIONA;God Save The Tsar! A triumph of propaganda!;;;;;;;;;;X;Боже, царя храни!
EVT_758110_NAME;Cossack Autonomy;;;;;;;;;;X;Казацкая автономия
EVT_758110_DESC;With Russian control over the Kuban steppes stabilized some members of our goverment think that now the time is ripe for the integration of Don-Kuban into the growing Russian empire. It would now be quite easy to pass a series of laws which would ensure that the region is more firmly integrated into Russia.;;;;;;;;;;X;#TODO
EVT_758110_OPTIONA;It is time for Russia to directly rule over the Kuban steppes!;;;;;;;;;;X;Настало время для того, чтобы Россия непосредственно управляла Кубанскими степями!
EVT_758110_OPTIONB;The Cossacks must remain autonomous.;;;;;;;;;;X;Казаки сохранят автономию
EVT_758111_NAME;Don-Kuban region reincorporated into Russia;;;;;;;;;;X;Донско-кубанский регион в составе России
EVT_758111_DESC;Areas of the former Cossack state are now firmly integrated into mother Russia.;;;;;;;;;;X;Области бывшего казацкого государства вновь в составе России.
EVT_758111_OPTIONA; Great!;;;;;;;;;;X; Отлично!
EVT_750372_NAME;Berlin Stock Crisis comes to the Don-Kuban Republic;;;;;;;;;;X;Черный понедельник ударил по Доно-Кубанскому Союзу!
EVT_750372_DESC;As predicted the republic's finances and economy are in deep crisis. The average Cossack faces problems selling his products and a number of factories are closing. This means that various dangerous elements will have a greater impact upon the political landscape of the Cossack republic.;;;;;;;;;;X;#TODO
EVT_750372_OPTIONA;God save us from the worst.;;;;;;;;;;X;Проклятье!
EVT_750376_NAME;Initial stabilisation;;;;;;;;;;X;Начальная стабилизация
EVT_750376_DESC;With the first wave of the crisis slowly passing by, some less affected branches of the economy have bounced off the bottom. Still, the overall state of our economy does not look optimistic...;;;;;;;;;;X;Мы пережели первую волну кризиса, некоторые отрасли нашей экономики пострадали меньше других. Тем не менее, общее состояние нашей экономики не внушает оптимизма...
EVT_750376_OPTIONA;Letґs hope stabilisation will come soon.;;;;;;;;;;X;Будем надеяться, что стабилизация близка
EVT_750377_NAME;Further stabilisation;;;;;;;;;;X;Дальнейшая стабилизация
EVT_750377_DESC;The economy continues to regain pre-crisis efficiency.;;;;;;;;;;X;Экономика продолжает восстанавливаться до докризисных показателей.
EVT_750377_OPTIONA;Keep it up!;;;;;;;;;;X;Так держать!
EVT_750373_NAME;An Illegal trade union was found;;;;;;;;;;X;Незаконный профсоюз
EVT_750373_DESC;We have found another secret trade union in one of our factories. Workers have united to demand higher wages and better workplaces. We must blame the spread of socialist propaganda for this!;;;;;;;;;;X;На одном из наших заводов был организован тайный профсоюз. Рабочили объединились, чтобы добиться повышения заработной платы и улучшения условий труда. Но мы то понимаем, что это все социалистическая пропаганда!
EVT_750373_OPTIONA;Disband the union and arrest the workers!;;;;;;;;;;X;Разогнать профсоюз и наказать рабочих!
EVT_750373_OPTIONB;Allow to operate but watch them closely;;;;;;;;;;X;Пусть действует, но мы будем наблюдать за ним
EVT_750374_NAME;The Chechen minority is causing problems!;;;;;;;;;;X;Чеченцы создают проблемы!
EVT_750374_DESC;Yesterday, on the tenth aniversary of our annexation of the Mountainous Republic of the Northern Caucasus, various politicians and major Islamic religious figures have ignited strikes and riots in Grozny. Production in the city's factories and oil refineries has been stopped and large parts of population are on hunger strikes. Leaders of this city-wide strike have announced that they will fight for the Mountainous Republic of the Northern Caucasus no matter what consequences they will face.;;;;;;;;;;X;#TODO
EVT_750374_OPTIONA;Negotiate with them.;;;;;;;;;;X;Начать переговоры
EVT_750374_OPTIONB;Send the army to Grozny!;;;;;;;;;;X;Послать войска в Грозный
EVT_750379_NAME;Negotiations with Chechen leaders;;;;;;;;;;X;Переговоры с лидерами чеченцев
EVT_750379_DESC;In an effort to prevent the potential conflict which could disrupt our fragile state we have entered negotiations with various Chechen leaders. What shall we offer them?;;;;;;;;;;X;Чтобы предотвратить конфликт, мы вступили в переговоры с лидерами чеченцев. Что мы им предложим?
EVT_750379_OPTIONA;Offer them religious and cultural autonomy.;;;;;;;;;;X;Предложить культурную и религиозную автономию
EVT_750379_OPTIONB;Demand an end to the strikes and riots instead!;;;;;;;;;;X;Потребовать окончания забастовки и беспорядков!
EVT_750380_NAME;Result of negotiations;;;;;;;;;;X;Результаты переговоров
EVT_750380_DESC;Our offer to the rebellious population of Caucasus was received by representatives of revolters and now we are awaiting their response...;;;;;;;;;;X;#TODO
EVT_750380_OPTIONB;Our offer was refused!;;;;;;;;;;X;Наше предложение отклонено!
EVT_750380_OPTIONC;Our offer was accepted!;;;;;;;;;;X;Наше предложение принято!
EVT_750381_NAME;Failure of Negotiations;;;;;;;;;;X;#TODO
EVT_750381_DESC;Our offer to the revolting population of the Caucasus was received by representatives of rebels and now we are awaiting their response...;;;;;;;;;;X;#TODO
EVT_750381_OPTIONB;Send the army to Grozny!;;;;;;;;;;X;Послать войска в Грозный
EVT_750382_NAME;Battle of Grozny !;;;;;;;;;;X;#TODO
EVT_750382_DESC;With failure of our attempt to solve problems with Chechens through negotiations, armed forces of our state have launched an offensive, which aim is to clear Chechenya of all revolters. Our forces advancing directly along road from Vladikavkaz to Grozny have easily defeated few scattered rebel units, but then have entered serious resistance on the outskirts of Grozny. The rebels have dug themselves on the nearby mountains in effort to keep us from entering Grozny.;;;;;;;;;;X;#TODO
EVT_750382_OPTIONB;The rebellious Caucasians were defeated !;;;;;;;;;;X;#TODO
EVT_750382_OPTIONC;Armed forces suffered terrible losses;;;;;;;;;;X;#TODO
EVT_750383_NAME;The Siege of Grozny;;;;;;;;;;X;#TODO
EVT_750383_DESC;After failure of attempt to immediatly storm Grozny, our armed forces were forced to dug around rebel capital Grozny to try and force it to surrender. Hovewer due to our inability to force rebels to surrender, other guerillas have risen up in our rear and are threatening our supply positions. Our only chance how to prevent large scale uprising through Caucasus is to seize Grozny as soon as possible....;;;;;;;;;;X;#TODO
EVT_750383_OPTIONB;The Armed forces have captured Grozny !;;;;;;;;;;X;#TODO
EVT_750383_OPTIONC;The Rebels have regrouped and launched a counter-offensive;;;;;;;;;;X;Повстанцы перегруппировались и начали контрнаступление
EVT_750384_NAME;Caucasian revolts spread;;;;;;;;;;X;#TODO
EVT_750384_DESC;Our defeat in the siege of Grozny had given hope to other Caucasian nationalities. What started just as a uprising of Chechnyan nation against our state, as almost all Caucasian nationalities have taken arms to try and gain freedom. What shall we do ?;;;;;;;;;;X;#TODO
