EVT_101215_OPTIONB;The current administration is doing a fine job!;;;;;;;#TODO;;x
EVT_101216_NAME;The State-Reorganization Act;;;;;;;#TODO;;x
EVT_101216_OPTIONA;Max.: Large ethno-linguistic blocs shall centralize the state!;;;;;;;#TODO;;x
EVT_101216_OPTIONB;Agr.: All power to the village communes!;;;;;;;#TODO;;x
EVT_101216_OPTIONC;Ind.: Middle-sized traditional provinces shall secure transition!;;;;;;;#TODO;;x
EVT_101216_OPTIOND;Syn.: Popular council-governments will bring emancipation!;;;;;;;#TODO;;x
EVT_101217_NAME;The Issue of Landlordism;;;;;;;#TODO;;x
EVT_101217_OPTIONA;Max.: Extend total state control over the estates and factories!;;;;;;;#TODO;;x
EVT_101217_OPTIONB;Agr.: Let the local villages assume control of the farms!;;;;;;;#TODO;;x
EVT_101217_OPTIONC;Ind.: Let the provinces organize collectivization individually!;;;;;;;#TODO;;x
EVT_101217_OPTIOND;Syn.: Organize trade unions to run the collectivized farms!;;;;;;;#TODO;;x
EVT_101218_NAME;Enforcing Economic Coherence;;;;;;;#TODO;;x
EVT_101218_OPTIONA;Max.: All layers of the economy must be centrally administered!;;;;;;;#TODO;;x
EVT_101218_OPTIONB;Agr.: India must become completely self-sufficient!;;;;;;;#TODO;;x
EVT_101218_OPTIONC;Ind.: Central planning and nationalization of vital industries!;;;;;;;#TODO;;x
EVT_101218_OPTIOND;Syn.: Orthodox Syndicalism shall unite all Indians economically!;;;;;;;#TODO;;x
EVT_101219_NAME;Maintaining Order in the New Provinces;;;;;;;#TODO;;x
EVT_101219_OPTIONA;Max.: Martial law must be strictly enforced!;;;;;;;#TODO;;x
EVT_101219_OPTIONB;Agr.: The People's Police shall oversee integration!;;;;;;;#TODO;;x
EVT_101219_OPTIONC;Ind.: Withdraw the army, but maintain garrisons in key cities.;;;;;;;#TODO;;x
EVT_101219_OPTIOND;Syn.: Raise local workers' militias to enforce order!;;;;;;;#TODO;;x
EVT_101220_NAME;Status of Minority, Religious and Caste Rights;;;;;;;#TODO;;x
EVT_101220_OPTIONA;Max.: The army shall guard the rights of all the peoples of India!;;;;;;;#TODO;;x
EVT_101220_OPTIONB;Agr.: Untouchability is a sin. Let the people now it!;;;;;;;#TODO;;x
EVT_101220_OPTIONC;Ind.: A slow implementation of equal rights will secure stability!;;;;;;;#TODO;;x
EVT_101220_OPTIOND;Syn.: Create workers' committees to ensure equality!;;;;;;;#TODO;;x
EVT_101221_NAME;Bose's Maximists Control Congress;;;;;;;#TODO;;x
EVT_101221_DESC;As the special session of the INC concludes, a clear majority has gathered around the arguments of the martial giant Subhas Chandra Bose and his Maximists. With a clear mandate, it now falls on Bose to implement a new order on the Indian subcontinent and facilitate the birth of a new Totalist Raj.;;;;;;;#TODO;;x
EVT_101221_OPTIONA;A new Totalist Raj arises!;;;;;;;#TODO;;x
EVT_101222_NAME;Gandhi's Agrarians Control Congress;;;;;;;#TODO;;x
EVT_101222_DESC;To the roaring applause of the Congress, the Mahatma, Mohandas Karamchand Gandhi has received absolute support for his line by the party. It is hoped that Mr. Gandhiâ€™s conciliatory gestures will hasten the process of reuniting Mother India.;;;;;;;#TODO;;x
EVT_101222_OPTIONA;Our great nation shall be healed by the mercy of the victors.;;;;;;;#TODO;;x
EVT_101223_NAME;Fazlul Huq and Nehru Sway Congress;;;;;;;#TODO;;x
EVT_101223_DESC;Despite rising tensions between Huq and Nehru, their coalition of radicalised Fabians and Bengali socialists have managed to form a party line supported by a majority of congress. As the pair prepare to ascend to government supremacy, the rest of congress pray that the partnership last long enough for India to regain her strength and flourish under enlightened socialism!;;;;;;;#TODO;;x
EVT_101223_OPTIONA;India storms towards modernity and socialism!;;;;;;;#TODO;;x
EVT_101224_NAME;Dange's Syndicalists Control Congress;;;;;;;#TODO;;x
EVT_101224_DESC;With his solid base of support in the Indian trade unions and a clever political alliance with the old revolutionary guard, Shripad Amrit Dange has managed to rally congress behind his anarcho-syndicalist platform. Now it is time to restore Mother India to her rightful place of glory by the means of true socialist liberation!;;;;;;;#TODO;;x
EVT_101224_OPTIONA;Now we're truly an anarcho-syndicalist commune!;;;;;;;#TODO;;x
EVT_101225_NAME;The Congress Ends in a Stalemate;;;;;;;#TODO;;x
EVT_101225_DESC;Despite the debates going into the early hours, Congress has not yet found a single majority. It would appear that only some sort of coalition between the various fractions can lead to a working government. In this regard, Nehru might be the king-maker â€“ as he stands comfortably between the extremes of the INC.;;;;;;;#TODO;;x
EVT_101225_OPTIONA;Bose and Nehru form a coalition!;;;;;;;#TODO;;x
EVT_101225_OPTIONB;The Mahatma and Nehru combine to form a majority!;;;;;;;#TODO;;x
EVT_101225_OPTIONC;Nehru utilizes Dange's union support to take the presidency!;;;;;;;#TODO;;x
EVT_101226_NAME;Integration in the Gangetic Plain;;;;;;;#TODO;;x
EVT_101226_DESC;The Gangetic plain is the main economic artery for Indian commerce and industry. The sooner the better these people come under the complete control of Calcutta the better.;;;;;;;#TODO;;x
EVT_101226_OPTIONA;Our policies have united the people in Socialist brotherhood!;;;;;;;#TODO;;x
EVT_101226_OPTIONB;Take a moderate approach to integration.;;;;;;;#TODO;;x
EVT_101226_OPTIONC;We must be forceful in establishing socialist control!;;;;;;;#TODO;;x
EVT_101227_NAME;Integration of the Gangetic Plain;;;;;;;#TODO;;x
EVT_101227_DESC;The merchants and  commoners of the vibrant Gangetic Plain have finally recognized our government as the true source of authority. Glory to India!;;;;;;;#TODO;;x
EVT_101227_OPTIONA;Great!;;;;;;;Îòëè÷íî!;;x
EVT_101228_NAME;Integration of the Gangetic Plain;;;;;;;#TODO;;x
EVT_101228_DESC;The merchants and  commoners of the vibrant Gangetic Plain have finally recognized our government as the true source of authority. Glory to India!;;;;;;;#TODO;;x
EVT_101228_OPTIONA;Great!;;;;;;;Îòëè÷íî!;;x
EVT_101229_NAME;Integration in the North-West;;;;;;;#TODO;;x
EVT_101229_DESC;The North-western provinces of India have been a stronghold of petty bourgeoisie interests mixed with several reactionary princely states. The traders and industrialists of Karachi and the Punjab particularly seem to oppose any radical change to the economic and societal changes we propose. We must tread carefully in order to secure their loyaltyâ€¦ or be forceful..;;;;;;;#TODO;;x
EVT_101229_OPTIONA;Take a moderate approach to integration.;;;;;;;#TODO;;x
EVT_101229_OPTIONB;We must be forceful in establishing socialist control!;;;;;;;#TODO;;x
EVT_101230_NAME;Integration of the North-West;;;;;;;#TODO;;x
EVT_101230_DESC;We have successfully managed to integrate the peoples of Rajputana, the Punjab, Sindh and the North-Western Provinces. Long live the Red Raj!;;;;;;;#TODO;;x
EVT_101230_OPTIONA;Great!;;;;;;;Îòëè÷íî!;;x
EVT_101231_NAME;Integration of the North-West;;;;;;;#TODO;;x
EVT_101231_DESC;We have successfully managed to integrate the peoples of Rajputana, the Punjab, Sindh and the North-Western Provinces. Long live the Red Raj!;;;;;;;#TODO;;x
EVT_101231_OPTIONA;Great!;;;;;;;Îòëè÷íî!;;x
EVT_101232_NAME;Integration in the Former Bombay Presidency;;;;;;;#TODO;;x
EVT_101232_DESC;In the former Bombay Presidency thereâ€™s a strong labour movement in Bombay city itself. This will be valuable when commencing our process of integration, although the interior villages and cities have a more conservative streak. Never the less, we must decide upon a course of action when it comes to the process of integration.;;;;;;;#TODO;;x
EVT_101232_OPTIONA;Take a moderate approach to integration.;;;;;;;#TODO;;x
EVT_101232_OPTIONB;We must be forceful in establishing socialist control!;;;;;;;#TODO;;x
EVT_101233_NAME;Integration of the Bombay Presidency;;;;;;;#TODO;;x
EVT_101233_DESC;We have successfully managed to integrate the Marathi peoples of the former Bombay Presidency. With the port of Bombay draped in scarlet banners, India now truly seems united!;;;;;;;#TODO;;x
EVT_101233_OPTIONA;Great!;;;;;;;Îòëè÷íî!;;x
EVT_101234_NAME;Integration of the Bombay Presidency;;;;;;;#TODO;;x
EVT_101234_DESC;We have successfully managed to integrate the Marathi peoples of the former Bombay Presidency. With the port of Bombay draped in scarlet banners, India now truly seems united!;;;;;;;#TODO;;x
EVT_101234_OPTIONA;Great!;;;;;;;Îòëè÷íî!;;x
EVT_101235_NAME;Integration in the Dravidian Princely States;;;;;;;#TODO;;x
EVT_101235_DESC;The southern princely states were always somewhat politically detached from the federal government in Hyderabad. This makes it harder for us to establish an efficient central administration. Never the less, that is what we will have to achieve.;;;;;;;#TODO;;x
EVT_101235_OPTIONA;Take a moderate approach to integration.;;;;;;;#TODO;;x
EVT_101235_OPTIONB;We must be forceful in establishing socialist control!;;;;;;;#TODO;;x
EVT_101236_NAME;Integration of the Southern Princely States;;;;;;;#TODO;;x
EVT_101236_DESC;The toiling peoples of southern India have finally accepted our government as the single source of all-Indian authority! Glory to India!;;;;;;;#TODO;;x
EVT_101236_OPTIONA;Great!;;;;;;;Îòëè÷íî!;;x
EVT_101237_NAME;Integration of the Southern Princely States;;;;;;;#TODO;;x
EVT_101237_DESC;The toiling peoples of southern India have finally accepted our government as the single source of all-Indian authority! Glory to India!;;;;;;;#TODO;;x
EVT_101237_OPTIONA;Great!;;;;;;;Îòëè÷íî!;;x
EVT_101238_NAME;What to do with the Reactionary Officers;;;;;;;#TODO;;x
EVT_101238_DESC;We have through the force of arms and diplomacy eradicated the two reactionary pretender governments and proclaimed a new progressive Raj of socialist equality. Some of the non-royal commissioned officers of our defeated enemies have expressed a desire to serve in our armed forces, putting the nation above political concern. Tempting it is, including former enemies in the Red Army could be a dangerous thing...;;;;;;;#TODO;;x
EVT_101238_OPTIONA;We will employ all who will fight for the revolution!;;;;;;;#TODO;;x
EVT_101238_OPTIONB;We cannot trust these reactionary maggots!;;;;;;;#TODO;;x
EVT_101239_NAME;The Passing of Mohandas Karamchand Gandhi;;;;;;;#TODO;;x
EVT_101239_DESC;Perhaps the greatest soul to walk the Earth since Christ is no more. The Mahatma passed away quietly in his sleep at the venerable age of 80. He is succeeded as leader of the Agrarian Wing by the young scholar Nirmal Kumar Bose.;;;;;;;#TODO;;x
EVT_101239_OPTIONA;Fare thee well.;;;;;;;#TODO;;x
EVT_101240_NAME;The Passing of Mohandas Karamchand Gandhi;;;;;;;#TODO;;x
EVT_101240_DESC;Perhaps the greatest soul to walk the Earth since Christ is no more. The Mahatma passed away quietly in his sleep at the venerable age of 80. He is succeeded as leader of the Agrarian Wing by the young scholar Nirmal Kumar Bose.;;;;;;;#TODO;;x
EVT_101240_OPTIONA;Fare thee well.;;;;;;;#TODO;;x
EVT_101250_NAME;A Most Cordial Letter to Mr Mosley;;;;;;;#TODO;;x
EVT_101250_OPTIONA;Maybe the Mahatma better watch out.;;;;;;;#TODO;;x
EVT_101251_NAME;Subhas Chandra Bose Sends his Regards;;;;;;;#TODO;;x
EVT_101251_OPTIONA;India and Britain, revolutionary brothers!;;;;;;;#TODO;;x
EVT_101252_NAME;Riots and Protests at Rangoon University;;;;;;;#TODO;;x
EVT_101252_OPTIONA;Send in the batons and sabres!;;;;;;;Ïóñòü îòâåäàþò ïîëèöåéñêèõ äóáèíîê!;;x
EVT_101253_NAME;Riots and Protests at Rangoon University;;;;;;;#TODO;;x
EVT_101253_OPTIONA;Let us keep a firm eye upon the Burmese!;;;;;;;#TODO;;x
EVT_101254_NAME;Strikes at Yenangyaung Oil Fields;;;;;;;#TODO;;x
EVT_101254_OPTIONA;Upstarts! The labour movement must be crushed!;;;;;;;#TODO;;x
EVT_101254_OPTIONB;Attempt to placate them...;;;;;;;#TODO;;x
EVT_101255_NAME;Rangoon Students Arise in Solidarity!;;;;;;;#TODO;;x
EVT_101255_OPTIONA;This is outrageous, deploy the army against these youths!;;;;;;;#TODO;;x
EVT_101255_OPTIONB;NOT READY - Enough, appoint U Ottoma to facilitate greater democracy!;;;;;;;#TODO;;x
EVT_101256_NAME;The Army is Ordered to Fire Upon Protestors;;;;;;;#TODO;;x
EVT_101256_OPTIONA;...but joins the revolutionaries and overthrows the monarchy!;;;;;;;#TODO;;x
EVT_101256_OPTIONB;and does so properly!;;;;;;;#TODO;;x
EVT_101257_NAME;The Proclamation of the Burmese Republic;;;;;;;#TODO;;x
EVT_101257_DESC;The Konbaung dynasty has been driven out by a union of students, workers and the military, ushering in a a time of progress under a socialist democratic government. However, the future of our country is still at hand as some leaders, under the command of U Ottama, within the opposition movement argue for reunion with India, namely the Calcutta government of the Bengal, Assam and Orissa. The National Council will have to make a descision.;;;;;;;#TODO;;x
EVT_101257_OPTIONA;We will stand with our brothers in Calcutta, independently!;;;;;;;#TODO;;x
EVT_101257_OPTIONB;U Ottoma is right, apply for admission into the Indian Union!;;;;;;;#TODO;;x
EVT_101257_OPTIONC;Isolation served us well in the past, it will do so in the future as well!;;;;;;;#TODO;;x
EVT_101258_NAME;The Proclamation of the Burmese Republic;;;;;;;#TODO;;x
EVT_101258_OPTIONA;Brothers in arms and socialism, we welcome them!;;;;;;;#TODO;;x
EVT_101258_OPTIONB;Burma is nothing but the smelly armpit of the continent!;;;;;;;#TODO;;x
EVT_101259_NAME;The Burmese Republic Ascends to the Indian Union;;;;;;;#TODO;;x
EVT_101259_OPTIONA;Let us go forward together then, united in our struggle!;;;;;;;#TODO;;x
EVT_101259_OPTIONB;Grant them wide autonomy to cement proletarian friendship!;;;;;;;#TODO;;x
EVT_101259_OPTIONC;Burma is nothing but the smelly armpit of the continent!;;;;;;;#TODO;;x
EVT_101260_NAME;The Anglo-Indian Trade Agreement;;;;;;;#TODO;;x
EVT_101260_OPTIONA;Let us propose a deal to our proletarian brothers!;;;;;;;#TODO;;x
EVT_101260_OPTIONB;No way! International trade is the harbringer of capitalism!;;;;;;;#TODO;;x
EVT_101261_NAME;The Anglo-Indian Trade Agreement;;;;;;;#TODO;;x
EVT_101261_OPTIONA;R.H. Tawney sails for Calcutta once more!;;;;;;;#TODO;;x
EVT_101261_OPTIONB;No way! International trade is the harbringer of capitalism!;;;;;;;#TODO;;x
EVT_101262_NAME;Trading Tea for Arms;;;;;;;#TODO;;x
EVT_101262_OPTIONA;Let us request industrial and engineering aid!;;;;;;;#TODO;;x
EVT_101262_OPTIONB;Let us request aid to establish a People's Air Force!;;;;;;;#TODO;;x
EVT_101262_OPTIONC;Let us ask for support in training a new popular Navy!;;;;;;;#TODO;;x
EVT_101262_OPTIOND;No way! International trade is the harbringer of capitalism!;;;;;;;#TODO;;x
EVT_101263_NAME;The Anglo-Indian Trade Agreement - Results;;;;;;;#TODO;;x
EVT_101263_DESC;In Calcutta, our man at the negotiations, people’s delegate R.H. Tawney has reported back that the Indian government wishes to conclude a treaty regarding the facilitation of British industrial aid and development in exchange for access to a greater amount of the vast wealth of India. Our colleagues in the Bengal are anxiously awaiting our response.;;;;;;;#TODO;;x
EVT_101263_OPTIONA;Of course, solidarity for ever!;;;;;;;#TODO;;x
EVT_101263_OPTIONB;They really must be joking.;;;;;;;#TODO;;x
EVT_101264_NAME;The Anglo-Indian Trade Agreement - Results;;;;;;;#TODO;;x
EVT_101264_DESC;In Calcutta, our man at the negotiations, people’s delegate R.H. Tawney has reported back that the Indian government wishes to conclude a treaty regarding the facilitation of British martial aid and development in exchange for access to a greater amount of the vast wealth of India. Our colleagues in the Bengal are anxiously awaiting our response.;;;;;;;#TODO;;x
EVT_101264_OPTIONA;Of course, solidarity for ever!;;;;;;;#TODO;;x
EVT_101264_OPTIONB;They really must be joking.;;;;;;;#TODO;;x
EVT_101265_NAME;The Anglo-Indian Trade Agreement - Results;;;;;;;#TODO;;x
EVT_101265_DESC;In Calcutta, our man at the negotiations, people’s delegate R.H. Tawney has reported back that the Indian government wishes to conclude a treaty regarding the facilitation of British naval aid and development in exchange for access to a greater amount of the vast wealth of India. Our colleagues in the Bengal are anxiously awaiting our response.;;;;;;;#TODO;;x
EVT_101265_OPTIONA;Of course, solidarity for ever!;;;;;;;#TODO;;x
EVT_101265_OPTIONB;They really must be joking.;;;;;;;#TODO;;x
EVT_101266_NAME;British Aid Arrives;;;;;;;#TODO;;x
EVT_101266_DESC;After a perilous month at sea, the development aid we asked from our friends in Britain has finally arrived at the docks of Calcutta. With such a huge boost to our state we might just be able to crush the reactionaries throughout the subcontinent - from the Khyber Pass to Cape Comorin.;;;;;;;#TODO;;x
EVT_101266_OPTIONA;Behold the power of proletarian cooperation!;;;;;;;#TODO;;x
EVT_101266_OPTIONB;Behold the power of proletarian cooperation!;;;;;;;#TODO;;x
EVT_101266_OPTIONC;Behold the power of proletarian cooperation!;;;;;;;#TODO;;x
EVT_101267_NAME;British Military Support;;;;;;;#TODO;;x
EVT_101267_DESC;After our delegates at the third congress of the Internationale requested military support for organizing the Indian revolutionary army, the Union of Britain and Commune of France decided to dispatch senior military officials and experts to educate our foremost officers. Hopefully, this cooperation will yield beneficial results on the battlefield!;;;;;;;#TODO;;x
EVT_101267_OPTIONA;The Red Army shall put these comrades to good use!;;;;;;;#TODO;;x
EVT_101267_OPTIONB;They are really not needed, I swear it!;;;;;;;#TODO;;x
EVT_101268_NAME;French Military Support;;;;;;;#TODO;;x
EVT_101268_DESC;After our delegates at the third congress of the Internationale requested military support for organizing the Indian revolutionary army, the Union of Britain and Commune of France decided to dispatch senior military officials and experts to educate our foremost officers. Hopefully, this cooperation will yield beneficial results on the battlefield!;;;;;;;#TODO;;x
EVT_101268_OPTIONA;The Red Army shall put these comrades to good use!;;;;;;;#TODO;;x
EVT_101268_OPTIONB;They are really not needed, I swear it!;;;;;;;#TODO;;x
EVT_101271_NAME;The Collapse of the Hyderabad Government;;;;;;;#TODO;;x
EVT_101271_OPTIONA;We shall liberate the working people of the Deccan!;;;;;;;#TODO;;x
EVT_101271_OPTIONB;This is no business of ours...;;;;;;;#TODO;;x
EVT_101272_NAME;Workers Unrest in the Princely Federation;;;;;;;#TODO;;x
EVT_101272_OPTIONA;Send advisors and create cells in the southern trade unions!;;;;;;;#TODO;;x
EVT_101272_OPTIONB;The whole rotten princely cabal is about to crash! Attack!;;;;;;;#TODO;;x
EVT_101272_OPTIONC;We can't hope to combat the princes.. at least not just yet.;;;;;;;#TODO;;x
EVT_101273_NAME;Increase in Illegal Union Activity;;;;;;;#TODO;;x
EVT_101273_DESC;Our chief of the secret police has just handed in a disturbing report to the executive. It seems that there has been a massive increase in illegal union activity throughout the Federation as well as a large influx of political dissenters aligning with the Calcutta Government. Harsh methods will have to be undertaken to overcome this socialist poisoning of the arteries of state!;;;;;;;#TODO;;x
EVT_101273_OPTIONA;There can be but one response: White terror!;;;;;;;#TODO;;x
EVT_101274_NAME;The Sixth Andra Mahasabha Meets in Hyderabad;;;;;;;#TODO;;x
EVT_101274_OPTIONA;Root out these Socialist parasites whereever we find them!;;;;;;;#TODO;;x
EVT_101275_NAME;The Sixth Andra Mahasabha Denounces the Princely States;;;;;;;#TODO;;x
EVT_101275_OPTIONA;We must supply our comrades with weapons and supplies!;;;;;;;#TODO;;x
EVT_101275_OPTIONB;Our comrades in Hyderabad are in our thoughts. Nothing more.;;;;;;;#TODO;;x
EVT_101276_NAME;The Militarization of the Andra Mahasabha;;;;;;;#TODO;;x
EVT_101276_DESC;Our police campaign against the renegade Andra Mahasabha has been proving rather unsuccessful. It seems that the clandestine socialist groups have retreated to the countryside of Hyderabad State. There they have received an influx of weapons as well as advisors and commissars from the Bhartiya Commune. It’s one thing facing down unarmed protestors, but the local constabulary isn’t equipped to handle armed insurgents. How are we to respond? ;;;;;;;#TODO;;x
EVT_101276_OPTIONA;Deploy the military to wage war on these demagogues!;;;;;;;#TODO;;x
EVT_101276_OPTIONB;Extinguish the source of their weaponry! We shall conquer Calcutta!;;;;;;;#TODO;;x
EVT_101276_OPTIONC;Fold to their demands!;;;;;;;#TODO;;x
EVT_101277_NAME;The Telangana Commune is Proclaimed;;;;;;;#TODO;;x
EVT_101277_DESC;Hyderabad state is in revolt! Will other parts of the country join?;;;;;;;#TODO;;x
EVT_101277_OPTIONA;... and Hyderabad State is engulfed in riots;;;;;;;#TODO;;x
EVT_101278_NAME;The Telangana Commune is Proclaimed;;;;;;;#TODO;;x
EVT_101278_DESC;Disaster! A recent skirmish in the northern part of Hyderabad State between local state troops and Syndicalist insurgents turned out disastrous for our troops! The rebels have driven our soldiers from much of rural Hyderabad State, threatening to engulf the capital of the Federation. We are receiving reports that a provisional leftist government has been proclaimed in Nizamabad, this outrage must be crushed!;;;;;;;#TODO;;x
EVT_101278_OPTIONA;The Socialist plague must be eradicated from India!;;;;;;;#TODO;;x
EVT_101279_NAME;The Telangana Commune;;;;;;;#TODO;;x
EVT_101279_DESC;Nobody sees this...;;;;;;;#TODO;;x
EVT_101279_OPTIONA;The proletarian masses back a leftist coup in the Andra Mahasabha!;;;;;;;#TODO;;x
EVT_101280_NAME;The Telangana Commune;;;;;;;#TODO;;x
EVT_101280_DESC;The peasants and workers of Hyderabad State has risen in revolt against the corrupt Nizam’s fig-leaf regime! We must hurry to the aid of our brothers, lest the zamindari devils reinforce feudal rule!;;;;;;;#TODO;;x
EVT_101280_OPTIONA;The Revolution shall aid the oppressed!;;;;;;;#TODO;;x
EVT_101280_OPTIONB;We cannot help these people...;;;;;;;#TODO;;x
EVT_101281_NAME;Revolution in the Princely States;;;;;;;#TODO;;x
EVT_101281_DESC;The central government of the Princely Federation has been thrown into disarray! Socialist insurgents have begun an armed struggle against the confused princely troops. With the feudal regime busy organizing its defence against the socialist onslaught we’re in a perfect position to strengthen our own position on the subcontinent by seizing the former Bombay Presidency. However, this could potentially lead to a widening of the conflict into a general Indian Civil War.;;;;;;;#TODO;;x
EVT_101281_OPTIONA;Move in troops and seize the Bombay Presidency!;;;;;;;#TODO;;x
EVT_101281_OPTIONB;We mustn't intervene in this bloody mess.;;;;;;;#TODO;;x
EVT_101282_NAME;The Delhi Government Occupies Bombay State;;;;;;;#TODO;;x
EVT_101282_DESC;The accursed British lapdogs in Delhi have dared to exploit our domestic problems to deploy troops in the princely state of Bombay! How shall the government react to this blatant show of opportunism?;;;;;;;#TODO;;x
EVT_101282_OPTIONA;The Federation remains indivisible! Resist them!;;;;;;;#TODO;;x
EVT_101282_OPTIONB;Better them than the Reds, I suppose.;;;;;;;#TODO;;x
EVT_101283_NAME;Princely Troops Defend Bombay;;;;;;;#TODO;;x
EVT_101283_DESC;The feudal regime in Hyderabad has refused to evacuate the Bombay Presidency and our advancing troops are meeting stiff resistance. It seems that the peoples of India will have to go through another terrible war.;;;;;;;#TODO;;x
EVT_101283_OPTIONA;Then let's see how the princes fancy a war on two fronts!;;;;;;;#TODO;;x
EVT_101283_OPTIONB;Fall back to Gujarat and fortify the border.;;;;;;;#TODO;;x
EVT_101284_NAME;Princely Troops Desert Bombay;;;;;;;#TODO;;x
EVT_101284_DESC;Good news from the front! As our troops streamed across the border, the pitiful princely garrison in the Maratha provinces retreated in a most disparaging fashion. Our liaison officers report that the local populace have received our advancing units with much relief and gratitude, glad to finally come under the protection of the only legitimate Indian successor state.;;;;;;;#TODO;;x
EVT_101284_OPTIONA;The people of Bombay are safe from Bolshevism behind our bayonets.;;;;;;;#TODO;;x
EVT_101285_NAME;Status of the Telangana Commune;;;;;;;#TODO;;x
EVT_101285_DESC;As the dust settles after the bloody reunification of the subcontinent, we are left with the question of what to do about the Telangana Commune, in the erstwhile Hyderabad princely state. Should we annex it directly into our grand people’s union or leave the working class of the province run their own affairs under harmonious autonomy? The cabinet will have to reach a decision soon.;;;;;;;#TODO;;x
EVT_101285_OPTIONA;Glory to India Resurgent! Demand their incorporation!;;;;;;;#TODO;;x
EVT_101285_OPTIONB;Let them retain their petty autonomy.;;;;;;;#TODO;;x
EVT_101286_NAME;Dealing With the Delhi Government;;;;;;;#TODO;;x
EVT_101286_DESC;We have driven the feudal dogs and their zamindari lackeys from Hyderabad and united south-western India under the scarlet banner of socialist democracy! All that remains before the shattered Raj once more can stand united is the regime of colonial lapdogs, situated in Delhi. Our troops are ready, the people is willing and history marches with our system of workers’ emancipation against the forces of capitalist robbery and murder! To Delhi!;;;;;;;#TODO;;x
EVT_101286_OPTIONA;This is the final struggle! Delhi Chalo!;;;;;;;#TODO;;x
EVT_101286_OPTIONB;Enough blood have been spilled, leave the reactionaries in peace.;;;;;;;#TODO;;x
