EVT_100166_DESC;The Canadians have not dared to send their fleet into the Atlantic, allowing our force to operate freely. This has shown the power of socialism and weakness of the Imperialist 'great powers'.;;;;;;;Канадцы не осмелились послать свой флот в Атлантику, позволив нашим силам действовать свободно. Это доказало мощь социализма и слабость империалистической 'великой державы'.;;x
EVT_100166_OPTIONA;Vive le socialisme!;;;;;;;Да здравствует социализм!;;x
EVT_555815_NAME;The Brits invade Ireland;;;;;;;Британское вторжение в Ирландию;;x
EVT_555815_DESC;Armed forces of the Union of Britain have launched an invasion of Ireland. According to the treaty we have signed with Ireland before, we are obliged to aid Ireland in their struggle. Shall we warn the British about the foolishness of their actions?;;;;;;;Вооруженные силы Британского Союза начали вторжение в Ирландию. По нашему с ней соглашению мы должны оказать помощь. Отправить Британии ноту о недопустимости ее действий?;;x
EVT_555815_OPTIONA;Warn them to turn back or face German arms!;;;;;;;Отправить им предупреждение!;;x
EVT_555815_OPTIONB;Back Down! We've changed our minds!;;;;;;;Сохранить нейтралитет! Мы передумали!;;x
EVT_555816_NAME;The Brits invade Ireland;;;;;;;Британское вторжение в Ирландию;;x
EVT_555816_DESC;Armed forces of the Union of Britain have launched an invasion of Ireland. According to the treaty we have signed with Ireland before, we are obliged to aid Ireland in their struggle. Shall we warn the British about the foolishness of their actions?;;;;;;;Вооруженные силы Британского Союза начали вторжение в Ирландию. По нашему с ней соглашению мы должны оказать помощь. Отправить Британии ноту о недопустимости ее действий?;;x
EVT_555816_OPTIONA;Warn them to turn back or face Canadian arms!;;;;;;;Отправить им предупреждение!;;x
EVT_555816_OPTIONB;Back Down! We've changed our minds!;;;;;;;Сохранить нейтралитет! Мы передумали!;;x
EVT_555817_NAME;The Germans Send an Ultimatum;;;;;;;Ультиматум Германии;;x
EVT_555817_DESC;The Second Reich has Sent an Ultimatum to London. We are to either pull out of Ireland and declare a cease fire or Germany will come to Ireland's aid.;;;;;;;Берлин отправил нам ультиматум: или мы отводим войска их Ирландии и объявляем перемирие, или Германия предоставит Ирландии помощь.;;x
EVT_555817_OPTIONA;We will not risk war with Germany, Back to the Boats!;;;;;;;Мы не станем рисковать войной с Германией!;;x
EVT_555817_OPTIONB;We Answer to no Monarchy! Continue onto Dublin!;;;;;;;Продолжить атаку на Дублин!;;x
EVT_555818_NAME;The Ultimatum, Berlin Warns London;;;;;;;Берлин предостерег англичан;;x
EVT_555818_DESC;Germany has come to our aid! They have sent an ultimatum to the Union of Britain, either fall back to their home islands or risk annihilation.;;;;;;;Германия пришла к нам на помощь! Британскому Союзу был предъявлен ультиматум, либо отвести войска, либо готовится к войне.;;x
EVT_555818_OPTIONA;We Knew They'd Pull Through For Us!;;;;;;;Мы знали, что Германия вступится за нас!;;x
EVT_555819_NAME;The Union of Britain Backs Down;;;;;;;Британский Союз отступает;;x
EVT_555819_DESC;After the ultimatum was received by London, they quickly sent orders to all their commanders on the ground to cease fire and return to the coast. We have achieved a diplomatic victory today, we have shown the world we will stand up to Socialist and Syndicalist aggression, and we will protect any nation under threat be it from Britain or France.;;;;;;;#TODO;;x
EVT_555819_OPTIONA;Diplomacy Has Achieved Peace Once Again!;;;;;;;Дипломатия снова достигла своих целей!;;x
EVT_555808_NAME;The Brits Ignore our Ultimatum;;;;;;;Британцы игнорируют ультиматум;;x
EVT_555808_DESC;After the ultimatum was received by London, they ignored it and are making their way to the Irish Capital of Dublin, clearly ignoring our ultimatum. We can either go through and declare war, bringing Ireland into our alliance or we can stand down and let Ireland fall.;;;;;;;#TODO;;x
EVT_555808_OPTIONA;They have made their choice, war it is!;;;;;;;Они сделали свой выбор, это война!;;x
EVT_555808_OPTIONB;Back Down! We've changed our minds!;;;;;;;Сохранить нейтралитет! Мы передумали!;;x
EVT_555809_NAME;The British Pull out of Ireland;;;;;;;Британский Союз отступает;;x
EVT_555809_DESC;After the ultimatum was received by London, they quickly sent orders to all their commanders on the ground to cease fire and return to the coast. Ireland's independence will be kept, and our pride is intact.;;;;;;;После получения ультиматума Лондон немедленно приказал своим войскам прекратить огонь и отступить к побережью. Ирландия по-прежнему независима!;;x
EVT_555809_OPTIONA;We couldn't have done it without Germany!;;;;;;;Этого бы не было без помощи Германии!;;x
EVT_555810_NAME;The Canadian royalists Send an Ultimatum;;;;;;;Ультиматум Канады;;x
EVT_555810_DESC;The Canadian royalists have Sent an Ultimatum to London. We are to either pull out of Ireland and declare a cease fire or Entete will come to Ireland's aid.;;;;;;;Канадское правительство отправило нам ультиматум: или мы отводим войска их Ирландии и объявляем перемирие, или Канада предоставит Ирландии помощь.;;x
EVT_555810_OPTIONA;We will not risk war with Canada, Back to the Boats!;;;;;;;Мы не стане рисковать войной с Канадой!;;x
EVT_555810_OPTIONB;We Answer to no Monarchy! Continue onto Dublin!;;;;;;;Продолжить атаку на Дублин!;;x
EVT_555811_NAME;The Ultimatum, Ottawa Warns London;;;;;;;Оттава предостерегла англичан;;x
EVT_555811_DESC;Canada has come to our aid! They have sent an ultimatum to the Union of Britain, either fall back to their home islands or risk annihilation.;;;;;;;Канада пришла к нам на помощь! Британскому Союзу был предъявлен ультиматум, либо отвести войска, либо готовится к войне.;;x
EVT_555811_OPTIONA;We Knew They'd Pull Through For Us!;;;;;;;Мы знали, что Германия вступится за нас!;;x
EVT_555812_NAME;The Union of Britain Backs Down;;;;;;;Британский Союз отступает;;x
EVT_555812_DESC;After the ultimatum was received by London, they quickly sent orders to all their commanders on the ground to cease fire and return to the coast. We have achieved a diplomatic victory today, we have shown the world we will stand up to Socialist and Syndicalist aggression, and we will protect any nation under threat be it from Britain or France.;;;;;;;#TODO;;x
EVT_555812_OPTIONA;Diplomacy Has Achieved Peace Once Again!;;;;;;;Дипломатия снова достигла своих целей!;;x
EVT_555813_NAME;The Brits Ignore our Ultimatum;;;;;;;Британцы игнорируют ультиматум;;x
EVT_555813_DESC;After the ultimatum was received by London, they ignored it and are making their way to the Irish Capital of Dublin, clearly ignoring our ultimatum. We can either go through and declare war, bringing Ireland into our alliance or we can stand down and let Ireland fall.;;;;;;;#TODO;;x
EVT_555813_OPTIONA;They have made their choice, war it is!;;;;;;;Они сделали свой выбор, это война!;;x
EVT_555813_OPTIONB;Back Down! We've changed our minds!;;;;;;;Сохранить нейтралитет! Мы передумали!;;x
EVT_555814_NAME;The British Pull out of Ireland;;;;;;;Британский Союз отступает;;x
EVT_555814_DESC;After the ultimatum was received by London, they quickly sent orders to all their commanders on the ground to cease fire and return to the coast. Ireland's independence will be kept, and our pride is intact.;;;;;;;После получения ультиматума Лондон немедленно приказал своим войскам прекратить огонь и отступить к побережью. Ирландия по-прежнему независима!;;x
EVT_555814_OPTIONA;We couldn't have done it without Canada!;;;;;;;Этого бы не было без помощи Канады!;;x
EVT_100204_NAME;Status of Ireland;;;;;;;#TODO;;x
EVT_100204_DESC;Independent state of Ireland has been a threat to security of British Union for too long. With new war conflict in Europe looming on horizont, we must quickly solve this problem. But at first we must choose our overarching goal in regard to the Ireland...;;;;;;;#TODO;;x
EVT_100204_OPTIONA;Ireland must be directly ruled from London !;;;;;;;#TODO;;x
EVT_100204_OPTIONB;Ireland must become a socialist republic !;;;;;;;#TODO;;x
EVT_100204_OPTIONC;Military access and friendship treaty will be sufficient !;;;;;;;#TODO;;x
EVT_100204_OPTIOND;We don't care about Ireland;;;;;;;#TODO;;x
EVT_100205_NAME;Dealing with Ireland;;;;;;;#TODO;;x
EVT_100205_DESC;With our decision to bring the entire Ireland under direct control of London, we must now decided upon best approach, how to achieve our goal....;;;;;;;#TODO;;x
EVT_100205_OPTIONA;War will solve this !;;;;;;;#TODO;;x
EVT_100205_OPTIONB;Threaten them with war !;;;;;;;#TODO;;x
EVT_100205_OPTIONC;Actually, the entire dealing with Ireland was a mistake...;;;;;;;#TODO;;x
EVT_100206_NAME;British ultimatum;;;;;;;#TODO;;x
EVT_100206_DESC;The increasingly powerful Union of Britain has once again set its sight on our island. Union of Britain has issued a series of demands towards our state which, if accepted, will result in our incorporation into Union of Britain. Efforts to resist the powerful British armed forces without international backing seem futile.....;;;;;;;#TODO;;x
EVT_100206_OPTIONA;Accept their terms.;;;;;;;#TODO;;x
EVT_100206_OPTIONB;Never!;;;;;;;#TODO;;x
EVT_100207_NAME;Irish submission;;;;;;;#TODO;;x
EVT_100207_DESC;Seeing no other options the Irish leadership was forced to accept our demands. Irish state, once considered a potential threat to security of the Union of Britain exist no more !;;;;;;;#TODO;;x
EVT_100207_OPTIONA;Hooray!;;;;;;;#TODO;;x
EVT_100208_NAME;Irish resistance;;;;;;;#TODO;;x
EVT_100208_DESC;The foolish leadership of Ireland has rejected our rightful demands. How shall we react to this insolence?;;;;;;;#TODO;;x
EVT_100208_OPTIONA;War will solve this!;;;;;;;#TODO;;x
EVT_100208_OPTIONB;Back down.;;;;;;;#TODO;;x
EVT_100210_NAME;Dealing with Ireland;;;;;;;#TODO;;x
EVT_100210_DESC;With our decision to bring the entire Ireland under direct control of London, we must now decided upon best approach, how to achieve our goal....;;;;;;;#TODO;;x
EVT_100210_OPTIONA;War will solve this !;;;;;;;#TODO;;x
EVT_100210_OPTIONB;Threaten them with war !;;;;;;;#TODO;;x
EVT_100210_OPTIONC;Covert operations will be good enough.;;;;;;;#TODO;;x
EVT_100210_OPTIOND;Actually, the entire dealing with Ireland was a mistake...;;;;;;;#TODO;;x
EVT_100211_NAME;British ultimatum;;;;;;;#TODO;;x
EVT_100211_DESC;The increasingly powerful Union of Britain has once again set its sight on our island. Union of Britain has issued a series of demands towards our state which, if accepted, will result in us becoming vassal state pf the Union of Britain. Efforts to resist the powerful British armed forces without military backing seem futile.....;;;;;;;#TODO;;x
EVT_100211_OPTIONA;Accept their terms.;;;;;;;#TODO;;x
EVT_100211_OPTIONB;Ask Canada for protection;;;;;;;#TODO;;x
EVT_100211_OPTIONC;Ask German Empire for protection;;;;;;;#TODO;;x
EVT_100211_OPTIOND;Never!;;;;;;;#TODO;;x
EVT_100212_NAME;Irish submission;;;;;;;#TODO;;x
EVT_100212_DESC;Seeing no other options the Irish leadership was forced to accept our demands. Irish state, once considered a potential threat to security of the Union of Britain is now our loyal ally !;;;;;;;#TODO;;x
EVT_100212_OPTIONA;Hooray!;;;;;;;#TODO;;x
EVT_100223_NAME;Irish resistance;;;;;;;#TODO;;x
EVT_100223_DESC;The foolish leadership of Ireland has rejected our rightful demands. How shall we react to this insolence?;;;;;;;#TODO;;x
EVT_100223_OPTIONA;War will solve this!;;;;;;;#TODO;;x
EVT_100223_OPTIONB;Back down.;;;;;;;#TODO;;x
EVT_100214_NAME;Ireland begs for our protection;;;;;;;#TODO;;x
EVT_100214_DESC;Government of Portugal has annouced recently that they want to join the Entente. It's not a sudden move because pro-Entente policy is popular in many circles including the ruling cabinet and army. Do we want to allow Portugal to join our alliance?;;;;;;;#TODO;;x
EVT_100214_OPTIONA;We shall protect Ireland !;;;;;;;#TODO;;x
EVT_100214_OPTIONB;Rather not;;;;;;;Не стоит;;x
EVT_100215_NAME;The Irish are protected by the Entente;;;;;;;Антанта защищает Ирландию;;x
EVT_100215_DESC;It seems that we have unwillingly pushed Ireland towards the Canadian sphere of influence. Their newly signed pact will surely hamper our efforts towards the reunification of both British islands and serve the imperialists' purposes. How shall we react ?;;;;;;;#TODO;;x
EVT_100215_OPTIONA;It is too early to confront imperialists..;;;;;;;#TODO;;x
EVT_100215_OPTIONB;War will solve this !;;;;;;;#TODO;;x
EVT_100216_NAME;The Canadians refuses to protect us;;;;;;;#TODO;;x
EVT_100216_DESC;The Canadian government has ignored our call for help, leaving us to deal with powerfull armed forces of the Union of Britain alone...;;;;;;;#TODO;;x
EVT_100216_OPTIONA;Accept British demands...;;;;;;;#TODO;;x
EVT_100216_OPTIONB;We shall protect our freedom !;;;;;;;#TODO;;x
EVT_100217_NAME;Ireland begs for our protection;;;;;;;#TODO;;x
EVT_100217_DESC;The government of Ireland has announced recently that they wish for our protection against Syndicalist aggression. Do we protect them?;;;;;;;#TODO;;x
EVT_100217_OPTIONA;We shall protect Ireland !;;;;;;;#TODO;;x
EVT_100217_OPTIONB;Rather not;;;;;;;Не стоит;;x
EVT_100218_NAME;The Irish are protected by Mitteleuropa;;;;;;;Срединная Европа защищает Ирландию;;x
EVT_100218_DESC;It seems that we have unwillingly pushed Ireland towards the German sphere of influence. Their newly signed pact will surely hamper our efforts towards the reunification of both British islands and serve the imperialists' purposes. How shall we react ?;;;;;;;#TODO;;x
EVT_100218_OPTIONA;It is too early to confront the imperialists..;;;;;;;#TODO;;x
EVT_100218_OPTIONB;War will solve this !;;;;;;;#TODO;;x
EVT_100219_NAME;The Germans refuses to protect us;;;;;;;#TODO;;x
EVT_100219_DESC;Government of the German Empire has ignored our call for help, leaving us to deal with powerfull armed forces of the Union of Britain alone...;;;;;;;#TODO;;x
EVT_100219_OPTIONA;Accept British demands...;;;;;;;#TODO;;x
EVT_100219_OPTIONB;We shall protect our freedom !;;;;;;;#TODO;;x
EVT_100220_NAME;British demands;;;;;;;#TODO;;x
EVT_100220_DESC;A high level envoy from the Union of Britain has brought a plan that would guarentee our independence while giving them access to the military bases they need to secure the Atlantic ocean. It is likely that a negative answer will not be taken well....;;;;;;;#TODO;;x
EVT_100220_OPTIONA;Refuse their absurd demands !;;;;;;;#TODO;;x
EVT_100220_OPTIONB;Accept British demands...;;;;;;;#TODO;;x
EVT_100221_NAME;Irish submission;;;;;;;#TODO;;x
EVT_100221_DESC;The free state of Ireland, without any serious international backing was forced to accept our demands to grant us military access and signed non-agression pact with us. Once more the British diplomacy achieved a grand victory !;;;;;;;#TODO;;x
EVT_100221_OPTIONA;Job well done!;;;;;;;Дело сделано!;;x
EVT_100222_NAME;Irish resistance;;;;;;;#TODO;;x
EVT_100222_DESC;The foolish leadership of Ireland has rejected our grand offer and thus Ireland remains as potential threat to the security of our homeland. How shall we react to this insolence ?;;;;;;;#TODO;;x
EVT_100222_OPTIONA;Ireland must become a socialist republic !;;;;;;;#TODO;;x
EVT_100222_OPTIONB;Back down.;;;;;;;#TODO;;x
EVT_6656220_NAME;The Irish capitulation;;;;;;;Капитуляция Ирландии;;x
