EVT_950026_DESC;The Don-Kuban Union is currently under Russian control. Shall we free them from Russian domination, giving us a valuable buffer state, or let the Russians keep it?;;;;;;;Донско-кубанский регион сейчас принадлежит России. Мы можем освободить его от русской власти, чтобы еще больше ослабить Россию.;;x
EVT_950026_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;x
EVT_950026_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;x
EVT_950027_NAME;The liberation of the Don-Kuban Union;;;;;;;Отделение донско-кубанского региона;;x
EVT_950027_DESC;The Germans have demanded that we give up the Don-Kuban Union.;;;;;;;Немцы потребовали отделения донско-кубанского региона.;;x
EVT_950027_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;x
EVT_950028_NAME;The return of the Don-Kuban Union;;;;;;;Возвращение Доно-Кубанского союза;;x
EVT_950028_DESC;The Don-Kuban Union has been liberated and is once more loyal to us.;;;;;;;Доно-Кубанский союз стала частью нашего военного блока.;;x
EVT_950028_OPTIONA;Welcome back;;;;;;;Добро пожаловать;;x
EVT_950029_NAME;Finland;;;;;;;Финляндия;;x
EVT_950029_DESC;Finland is currently under Russian control. Shall we free them from Russian domination, giving us a valuable buffer state, or let the Russians keep it?;;;;;;;Финляндия сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;x
EVT_950029_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;x
EVT_950029_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;x
EVT_950030_NAME;The liberation of Finland;;;;;;;Отделение Финляндии;;x
EVT_950030_DESC;The Germans have demanded that we give up Finland.;;;;;;;Немцы потребовали отделения Финляндии.;;x
EVT_950030_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;x
EVT_950031_NAME;The return of Finland;;;;;;;Возвращение Финляндии;;x
EVT_950031_DESC;Finland has been liberated and is once more loyal to us.;;;;;;;Финляндия стала частью нашего военного блока.;;x
EVT_950031_OPTIONA;Welcome back;;;;;;;Добро пожаловать;;x
EVT_950094_NAME;Idel-Ural;;;;;;;Идель-Урал;;x
EVT_950094_DESC;Idel-Ural, a historical region mostly inhabitated by Tatars, is currently under Russian control. Shall we free them from Russian domination, giving us a valuable buffer state, or let the Russians keep it?;;;;;;;Мы можем создать государство Идель-Урал на территории, населенной преимущественно татарами.;;x
EVT_950094_OPTIONA;Demand the Russians give it up;;;;;;;Потребовать Идель-Урал;;x
EVT_950094_OPTIONB;The Russians can keep it;;;;;;;Пусть оставят себе;;x
EVT_950095_NAME;The liberation of Idel-Ural;;;;;;;Отделение Идель-Урала;;x
EVT_950095_DESC;The Germans have demanded that we give up Idel-Ural.;;;;;;;Немцы потребовали отделения Идель-Урала.;;x
EVT_950095_OPTIONA;We have no choice;;;;;;;У нас нет выбора;;x
EVT_950096_NAME;Idel-Ural;;;;;;;Идель-Урал;;x
EVT_950096_DESC;Idel-Ural has been liberated. A welcome addition to Mitteleuropa!;;;;;;;Идель-Урал стал частью нашего военного блока.;;x
EVT_950096_OPTIONA;A fine addition!;;;;;;;Добро пожаловать;;x
EVT_950090_NAME;The Future of Russia;;;;;;;Будущее России;;x
EVT_950090_DESC;With the negotiations concerning Russia's territory complete it is now time to begin planning its political course. The majority of our government has united in supporting Louis Ferdinand, the second son of Wilhelm III, as he is married to a daughter of Cyril Romanov. Several ministers, however, have recommended that the pro-German Pavel Bermondt-Avalov should lead Russia instead. What shall we do?;;;;;;;#TODO;;x
EVT_950090_OPTIONA;Prince Louis Ferdinand will rule as Ivan VII!;;;;;;;Принц Луи Фердинанд будет править под именем Ивана VII;;x
EVT_950090_OPTIONB;Appoint Pavel Bermondt-Avalov.;;;;;;;Назначить Павла Бермондт-Авалова;;x
EVT_950091_NAME;A Hohenzollern Tsar;;;;;;;Царь из династии Гогенцоллернов;;x
EVT_950091_DESC;The Germans have installed a Hohenzollern on the throne of Russia and while he has converted to the Orthodox faith it is not likely that 'Ivan VII' will have an easy time ruling Russia.;;;;;;;Немцы возвели на престол России Гогенцоллерна. Несмотря на то, что он перешел в православие, Ивану VII будет нелегко править Россией.;;x
EVT_950091_OPTIONA;Things could be worse, I guess.;;;;;;;Это худшее, что могло случиться;;x
EVT_950092_NAME;Our new Prime Minister;;;;;;;Новый премьер-министр;;x
EVT_950092_DESC;Pavel Bermondt-Avalov was 'recommended' to lead Russia by the Germans and shortly after he became our new leader. He has the support of the people, if only because we are now no longer fighting the Germans.;;;;;;;Недавно, Павел Бермондт-Авалов был 'предложен' в качестве нового главы России. Его поддерживает народ, но только потому, что нам больше не нужно сражаться с немцами.;;x
EVT_950092_OPTIONA;Better this than an occupation.;;;;;;;Это лучше, чем оккупация...;;x
EVT_950093_NAME;The new Russia;;;;;;;Новая Россия;;x
EVT_950093_DESC;The new government of Russia has firmly been established and we can assume control over it.;;;;;;;Новое правительство России сформировано и находится под нашим контролем.;;x
EVT_950093_OPTIONA;Why didn't we do this last time?;;;;;;;Мы надеемся это в последний раз;;x
EVT_950100_NAME;The Bitter Peace;;;;;;;#TODO;;x
EVT_950100_DESC;The war with the French now seems hopeless. It may be time to sue for peace.;;;;;;;Война с Францией безнадежна. Возможно пришло время просить мира.;;x
EVT_950100_OPTIONA;How humiliating! Sue for peace!;;;;;;;Как унизительно! Просите мира;;x
EVT_950100_OPTIONB;Mother Russia shall fight to the bitter end!;;;;;;;Мы будем бороться до конца!;;x
EVT_950101_NAME;The Russians sue for Peace;;;;;;;Русские просят мира;;x
EVT_950101_DESC;It was a day of celebrations in Paris. The Russians have surrendered! Champagne and Russian Caviar was served at the Йlysйe Palace as the decision was about to be made whether to accept the proposal or if we will blow our noses at the silly Ruskies.;;;;;;;Сегодня в Париже праздник. Русские просят мира! Теперь мы должны решить принять ли их предложение.;;x
EVT_950101_OPTIONA;The Revolution is unstoppable!;;;;;;;Будем надеяться, что они поняли, чья система эффективней!;;x
EVT_950101_OPTIONB;No peace with the Russians!;;;;;;;Никакого мира с русскими;;x
EVT_950102_NAME;The Bitter Peace;;;;;;;#TODO;;x
EVT_950102_DESC;The war with the French now seems hopeless. It may be time to sue for peace.;;;;;;;Война с Францией безнадежна. Возможно пришло время просить мира.;;x
EVT_950102_OPTIONA;How humiliating! Sue for peace!;;;;;;;Как унизительно! Просите мира;;x
EVT_950102_OPTIONB;Mother Russia shall fight to the bitter end!;;;;;;;Мы будем бороться до конца!;;x
EVT_950103_NAME;The Russians sue for peace;;;;;;;Русские просят мира;;x
EVT_950103_DESC;It was a day of celebrations in Paris. The Russians have surrendered! Champagne and Russian Caviar was served at the Йlysйe Palace as the decision was about to be made whether to accept the proposal or if we will blow our noses at the silly Ruskies.;;;;;;;Сегодня в Париже праздник. Русские просят мира! Теперь мы должны решить принять ли их предложение.;;x
EVT_950103_OPTIONA;The Revolution is unstoppable!;;;;;;;Будем надеяться, что они поняли, чья система эффективней!;;x
EVT_950103_OPTIONB;No peace with the Russians!;;;;;;;Никакого мира с русскими;;x
EVT_950104_NAME;The end of bourgeois Russia;;;;;;;Конец буржуазной России;;x
EVT_950104_DESC;At the start of the peace deal negotiations the French have demanded that we abolish the bourgeois Russian state. We have no choice but to comply; They will simply crush us if we refuse.;;;;;;Перед началом переговоров немцы потребовали упразднения буржуазного русского государства. Мы должны подчиниться.;;x
EVT_950104_OPTIONA;Goodbye Russia!;;;;;;;Прощай, Россия!;;x
EVT_950105_NAME;White Ruthenia;;;;;;;Белоруссия;;x
EVT_950105_DESC;White Ruthenia is currently under Russian control. Shall we free them from Russian domination or let them keep it?;;;;;;;Белоруссия сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;x
EVT_950105_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;x
EVT_950105_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;x
EVT_950106_NAME;The liberation of White Ruthenia;;;;;;;Отделение Белоруссии;;x
EVT_950106_DESC;The French have demanded that we give up White Ruthenia.;;;;;;;Французы потребовали отделения Белоруссии.;;x
EVT_950106_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;x
EVT_950107_NAME;The rebirth of White Ruthenia;;;;;;;Возвращение Белоруссии;;x
EVT_950107_DESC;White Ruthenia has been turned over to us and is now loyal to the International cause!;;;;;;;Белоруссия стала частью нашего военного блока.;;x
EVT_950107_OPTIONA;Welcome to the International!;;;;;;;Добро пожаловать в Интернационал;;x
EVT_950108_NAME;The former Baltic Duchy;;;;;;;Балтийское государство;;x
EVT_950108_DESC;What was once the United Baltic Duchy is currently under Russian control  Shall we free them from Russian domination or let them keep it?;;;;;;;Балтика сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;x
EVT_950108_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;x
EVT_950108_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;x
EVT_950109_NAME;The liberation of the former Baltic Duchy;;;;;;;Отделение Балтики;;x
EVT_950109_DESC;The French have demanded that we give up the lands that comprise the former Baltic Duchy.;;;;;;;Французы потребовали отделения Балтики.;;x
EVT_950109_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;x
EVT_950110_NAME;The rebirth of the Baltic National Government;;;;;;;Возвращение Балтийской кофедерации;;x
EVT_950110_DESC;The Baltic has been turned over to us and is now loyal to the International cause!;;;;;;;Балтийская кофедерация стала частью нашего военного блока.;;x
EVT_950110_OPTIONA;Welcome to the International!;;;;;;;Добро пожаловать в Интернационал;;x
EVT_950111_NAME;The Ukraine;;;;;;;Украина;;x
EVT_950111_DESC;The Ukraine is currently under Russian control. Shall we free them from Russian domination or let them keep it?;;;;;;;Украина сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;x
EVT_950111_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;x
EVT_950111_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;x
EVT_950112_NAME;The liberation of the Ukraine;;;;;;;Отделение Украины;;x
EVT_950112_DESC;The French have demanded that we give up the Ukraine.;;;;;;;Французы потребовали отделения Украины.;;x
EVT_950112_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;x
EVT_950113_NAME;The rebirth of Ukraine;;;;;;;Возвращение Украины;;x
EVT_950113_DESC;Ukraine has been turned over to us and is now loyal to the International cause!;;;;;;;Украина стала частью нашего военного блока.;;x
EVT_950113_OPTIONA;Welcome to the International!;;;;;;;Добро пожаловать в Интернационал;;x
EVT_950114_NAME;Poland;;;;;;;Польша;;x
EVT_950114_DESC;Poland is currently under Russian control. Shall we free them from Russian domination or let them keep it?;;;;;;;Польша сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;x
EVT_950114_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;x
EVT_950114_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;x
EVT_950115_NAME;The liberation of Poland;;;;;;;Отделение Польши;;x
EVT_950115_DESC;The French have demanded that we give up Poland.;;;;;;;Французы потребовали отделения Польши.;;x
EVT_950115_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;x
EVT_950116_NAME;The rebirth of Poland;;;;;;;Возвращение Польши;;x
EVT_950116_DESC;Poland has been turned over to us and is now loyal to the International cause!;;;;;;;Польша стала частью нашего военного блока.;;x
EVT_950116_OPTIONA;Welcome to the International!;;;;;;;Добро пожаловать в Интернационал;;x
EVT_950117_NAME;Lithuania;;;;;;;Литва;;x
EVT_950117_DESC;Lithuania is currently under Russian control. Shall we free them from Russian domination or let them keep it?;;;;;;;Литва сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;x
EVT_950117_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;x
EVT_950117_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;x
EVT_950118_NAME;The liberation of Lithuania;;;;;;;Отделение Литвы;;x
EVT_950118_DESC;The French have demanded we give up Lithuania.;;;;;;;Французы потребовали отделения Литвы.;;x
EVT_950118_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;x
EVT_950119_NAME;The rebirth of Lithuania;;;;;;;Возвращение Литвы;;x
EVT_950119_DESC;Lithuania has been turned over to us and is now loyal to the International cause!;;;;;;;Литва стала частью нашего военного блока.;;x
EVT_950119_OPTIONA;Welcome to the International!;;;;;;;Добро пожаловать в Интернационал;;x
EVT_950120_NAME;The Polish-Lithuanian Commonwealth;;;;;;;Речь Посполитая;;x
EVT_950120_DESC;The Polish-Lithuanian Commonwealth is currently under Russian control. Shall we free them from Russian domination or let them keep it?;;;;;;;Речь Посполитая сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;x
EVT_950120_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;x
EVT_950120_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;x
EVT_950121_NAME;The liberation of the Commonwealth;;;;;;;Отделение Речи Посполитой;;x
EVT_950121_DESC;The French have demanded that we give up the Commonwealth.;;;;;;;Французы потребовали отделения Речи Посполитой.;;x
EVT_950121_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;x
EVT_950122_NAME;The rebirth of the Commonwealth;;;;;;;Возвращение Речи Посполитой;;x
EVT_950122_DESC;The Commonwealth has been turned over to us and is now loyal to the International cause!;;;;;;;Речь Посполитая стала частью нашего военного блока.;;x
EVT_950122_OPTIONA;Welcome to the International!;;;;;;;Добро пожаловать в Интернационал;;x
EVT_950123_NAME;Sweden;;;;;;;Швеция;;x
EVT_950123_DESC;Sweden is currently under Russian control. Shall we free them from Russian domination or let them keep it?;;;;;;;Швеция сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;x
EVT_950123_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;x
EVT_950123_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;x
EVT_950124_NAME;The cession of Sweden;;;;;;;Отделение Швеции;;x
EVT_950124_DESC;The French have demanded that we give up Sweden.;;;;;;;Французы потребовали отделения Швеции.;;x
EVT_950124_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;x
EVT_950125_NAME;The rebirth of Sweden;;;;;;;Возвращение Швеции;;x
EVT_950125_DESC;Sweden has been turned over to us and is now loyal to the International cause!;;;;;;;Швеция стала частью нашего военного блока.;;x
EVT_950125_OPTIONA;Welcome to the International!;;;;;;;Добро пожаловать в Интернационал;;x
EVT_950126_NAME;Don-Kuban Union;;;;;;;Доно-Кубанский союз;;x
EVT_950126_DESC;The Don-Kuban Union is currently under Russian control. Shall we demand free them from Russian domination or let them keep it?;;;;;;;Донско-кубанский регион сейчас принадлежит России. Мы можем освободить его от русской власти, чтобы еще больше ослабить Россию.;;x
EVT_950126_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;x
EVT_950126_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;x
EVT_950127_NAME;The liberation of the Don-Kuban Union;;;;;;;Отделение донско-кубанского региона;;x
EVT_950127_DESC;The French have demanded that we give up the Don-Kuban Union.;;;;;;;Французы потребовали отделения донско-кубанского региона.;;x
EVT_950127_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;x
EVT_950128_NAME;The rebirth of the Don-Kuban Union;;;;;;;Возвращение Доно-Кубанского союза;;x
EVT_950128_DESC;The Don-Kuban Union has been turned over to us and is now loyal to the International cause!;;;;;;;Доно-Кубанский союз стала частью нашего военного блока.;;x
EVT_950128_OPTIONA;Welcome to the International;;;;;;;Добро пожаловать в Интернационал;;x
EVT_950129_NAME;Finland;;;;;;;Финляндия;;x
EVT_950129_DESC;Finland is currently under Russian control. Shall we free them from Russian domination or let them keep it?;;;;;;;Финляндия сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;x
EVT_950129_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;x
EVT_950129_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;x
EVT_950130_NAME;The liberation of Finland;;;;;;;Отделение Финляндии;;x
EVT_950130_DESC;The French have demanded that we give up Finland.;;;;;;;Французы потребовали отделения Финляндии.;;x
EVT_950130_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;x
EVT_950131_NAME;The rebirth of Finland;;;;;;;Возвращение Финляндии;;x
EVT_950131_DESC;Finland has been turned over to us and is now loyal to the International cause!;;;;;;;Финляндия стала частью нашего военного блока.;;x
EVT_950131_OPTIONA;Welcome to the International;;;;;;;Добро пожаловать в Интернационал;;x
EVT_950194_NAME;Idel-Ural;;;;;;;Идель-Урал;;x
EVT_950194_DESC;Idel-Ural, a historical region mostly inhabitated by Tatars, is currently under Russian control. Shall free them from Russian domination or let them keep it?;;;;;;;Мы можем создать государство Идель-Урал на территории, населенной преимущественно татарами.;;x
EVT_950194_OPTIONA;Demand that the Russians give it up.;;;;;;;Потребовать Идель-Урал;;x
EVT_950194_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;x
EVT_950195_NAME;The liberation of Idel-Ural;;;;;;;Отделение Идель-Урала;;x
EVT_950195_DESC;The French have demanded we give up Idel-Ural.;;;;;;;Французы потребовали отделения Идель-Урала.;;x
EVT_950195_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;x
EVT_950196_NAME;Idel-Ural;;;;;;;Идель-Урал;;x
EVT_950196_DESC;Idel-Ural has been trasnfered to us. A welcomed addition to the International.;;;;;;;Идель-Урал стал частью нашего военного блока.;;x
EVT_950196_OPTIONA;Welcome to the International;;;;;;;Добро пожаловать в Интернационал;;x
EVT_950190_NAME;The Future of Soviet Russia;;;;;;;Будущее Советской России;;x
EVT_950190_DESC;With the negotiations concerning Russia's territory complete it is now time to begin planning their course. There are two men who agree with our Syndicalist views: Nikolay Shvernik and Mikhail Tomsky. Who shall we appoint to lead the Soviets?;;;;;;;После завершения переговоров о границах, пришло время решить будущее русского государства. Есть две кандидатуры на пост главы государства: Николай Шверник и Михаил Томский.;;x
EVT_950190_OPTIONA;Put Nikolay Shvernik into power.;;;;;;;Николай Шверник;;x
EVT_950190_OPTIONB;Put Mikhail Tomsky into power.;;;;;;;Михаил Томский;;x
EVT_950191_NAME;Shvernik has been put in control;;;;;;;Новый правитель;;x
EVT_950191_DESC;Nikolay Shvernik has been put into power by the French and we have to ally with them.;;;;;;;По настоянию Франции Николай Шверник стал новым главой нашего государства.;;x
