EVT_996010_OPTIONA;Occupy them, for now...;;;;;;;Оккупировать их, пока…;;;X
EVT_996010_OPTIONB;Create a new Friendly Austria;;;;;;;Освободить дружественную Австрию;;;X
EVT_996010_OPTIONC;No we will recreate an old idea ...;;;;;;;Приведем в исполнение давнюю идею...;;;X
EVT_996010_OPTIOND;No we will recreate an old idea ...;;;;;;;Приведем в исполнение давнюю идею...;;;X
EVT_62948_NAME;An old idea made new;;;;;;;Старая идея находит применение;;;X
EVT_62948_DESC;In 1848 the Frankfurt Assembly debated the fate of the German states. In 1871 Bismarck forged a united Germany. In 1914 we smashed the Entente. And now we have finally liberated our last German brothers from the clutches of decadency! Long live Grossdeutschland!;;;;;;;В 1848 Франкфуртская Ассамблея обсуждала судьбу Германских государств. В 1871 Бисмарк создал объединенную Германию. В 1914 мы разбили Антанту. И сейчас мы наконец освободили наших последних германских братьев из хватки регресса! Да здравствует Великая Германия!;;;X
EVT_62948_OPTIONA;Long live the Grossdeutschland!;;;;;;;Да здравствует Великая Германия!;;;X
EVT_996013_NAME;The Annexation of Croatia;;;;;;;Аннексия Хорватии;;;X
EVT_996013_DESC;The Croats are now taking their orders from us, the way things should be. There is some resistance among them, but it will be crushed under our heels!;;;;;;;Как и следовало, хорваты теперь подчиняются нам. Сопротивление еще продолжается, но скоро оно будет уничтожено нами!;;;X
EVT_996013_OPTIONA;Occupy them, for now...;;;;;;;Оккупировать их, пока…;;;X
EVT_996013_OPTIONB;Independence for the Croats!;;;;;;;Сформировать новое правительство Хорватии!;;;X
EVT_996015_NAME;The Annexation of Poland;;;;;;;Аннексия Польши;;;X
EVT_996015_DESC;Our soldiers are marching through the streets of Warsaw after the Polish army surrendered early yesterday afternoon.;;;;;;;Вчера рано утром польская армия капитулировала и сегодня наши солдаты маршируют по улицам Варшавы.;;;X
EVT_996015_OPTIONA;These damn poles never give up...;;;;;;;Эти чертовы поляки никогда не сдаются...;;;X
EVT_996015_OPTIONB;Annex border strip and liberate Poland;;;;;;;Аннексировать приграничную полосу и освободить Польшу;;;X
EVT_996015_OPTIONC;Try to win over the Hearts and Minds of the Poles!;;;;;;;Попытаться ассимилировать Поляков;;;X
EVT_996016_NAME;Poland Under the German Heel;;;;;;;Польша под каблуком Германии;;;X
EVT_996016_DESC;A German goes on a holiday in Poland and is stopped at the border. The guard asks him some questions. Your name? Hans Schmidt. Where do you live? In Berlin. Occupation?;;;;;;;Немец идет отдыхать в Польшу и его остановили на границе. Пограничник задал ему несколько вопросов: \n - Ваше имя?\n - Ганс Шмидт\n - Где проживаете?\n - В Берлине\n - Оккупируете?;;;X
EVT_996016_OPTIONA;Not this time, I'm only visiting!;;;;;;;Не в этот раз, просто посещаю!;;;X
EVT_996018_NAME;Lost Polish Territory Returned;;;;;;;Возвразение утраченных земель;;;X
EVT_996018_DESC;The French gave us the territory lost by our Capitalist government during the Weltkrieg! Poland will be great again!;;;;;;;Нам вернули территории, утраченные после Великой войны. Польша снова будет великой!;;;X
EVT_996018_OPTIONA;Great!;;;;;;;Отлично!;;;X
EVT_996019_NAME;The Annexation of Finland;;;;;;;Аннексия Финляндии;;;X
EVT_996019_DESC;The Finninsh soldiers have been defeated and our Army is marching through Helsinki.;;;;;;;Финнские солдаты сдаются и наша армия марширует по улицам Хельсинки.;;;X
EVT_996019_OPTIONA;Hurrah!;;;;;;;Ура!;;;X
EVT_996019_OPTIONB;Create a friendly Finland;;;;;;;Создать дружественную Финляндию;;;X
EVT_996021_NAME;The Annexation of Norway;;;;;;;Аннексия Норвегии;;;X
EVT_996021_DESC;The Norwegian Army has surrendered, and we have annexed Norway. Our flag waives over the former Capitol building in Oslo as our military campaign comes to an end. Now we must begin a campaign to destroy the Norwegian partisans.;;;;;;;Норвежская армия капитулировала и наш флаг развевается над Осло. Нам осталось лишь подавить сопротивление норвежских партизан.;;;X
EVT_996021_OPTIONA;Hurrah!;;;;;;;Ура!;;;X
EVT_996021_OPTIONB;Create new Scandinavian union;;;;;;;Создать Скандинавский союз;;;X
EVT_996021_OPTIONC;Liberate a friendly Norway!;;;;;;;Создать дружественную Норвегию!;;;X
EVT_996023_NAME;The Annexation of Sweden;;;;;;;Аннексия Швеции;;;X
EVT_996023_DESC;Today, the Swedish Chief of Army has announced the surrender of the Army. Supplies and equipment were captured after the surrender and have been shipped back to our country. Total victory has been achieved.;;;;;;;Сегодня главнокомандующий шведской армией подписал акт о капитуляции. Военное снаряжение и припасы были отправлены нам. Мы одержали полную победу.;;;X
EVT_996023_OPTIONA;Hurrah!;;;;;;;Ура!;;;X
EVT_996023_OPTIONB;Form a Swedish government and model it in our likeness;;;;;;;Сформировать новое правительство Швеции!;;;X
EVT_996025_NAME;The Annexation of Flanders-Wallonia;;;;;;;Аннексия Фландрии-Валлонии;;;X
EVT_996025_DESC;The Revolution is showing progress; we have taken Flanders-Wallonia and liberated the people from the violent reactionary government created by the Germans.;;;;;;Революция продолжается;;;X
EVT_996025_OPTIONA;Next Stop: Berlin!;;;;;;;Следующая остановка: Берлин!;;;X
EVT_996026_NAME;The destiny of Flanders-Wallonia;;;;;;;Судьба Фландрии-Валлонии;;;X
EVT_996026_DESC;After liberating the Flemish and Walloon population from the violent reactionary government created by the Germans, we have to decide their destiny. We could recreate the country of Flanders-Wallonia, this time with a syndicalist government, or we could directly rule this lands. After all, some of them are true french territories. Another possibility is the final separation of Flanders-Wallonia into independent states.;;;;;;;После освобождения фламандского и валлонского населения от насилия реакционного правительства Германии мы решаем их судьбу. Мы можем воссоздать страну Фландрия-Валлония, на этот раз с синдикалистским правительством, или напрямую управлять этими землями. Кроме того, некоторые из них являются истинными французкими территориями. Еще вариант - разделение Фландрии-Валлонии на независимые государства.;;;X
EVT_996026_OPTIONA;Flanders-Wallonia, a new Syndicalist country!;;;;;;;Фландрия-Валлония - новая синдикалистская страна!;;;X
EVT_996026_OPTIONB;Liberate Flanders and Wallonia !;;;;;;;Освободить Фландрию и Валлонию!;;;X
EVT_996026_OPTIONC;Liberate Flanders and annex Wallonia!;;;;;;;Освободить Фландрию и аннексировать Валлонию!;;;X
EVT_996026_OPTIOND;Let Netherland have Flanders and annex Wallonia!;;;;;;;Отдать Нидерландам Фландрию и аннексировать Валлонию!;;;X
EVT_996026_OPTIONE;Let Netherland have Flanders and liberate Wallonia!;;;;;;;Отдать Нидерландам Фландрию и освободить Валлонию!;;;X
EVT_996026_OPTIONF;These lands belongs to the french;;;;;;;Присоединить к Франции;;;X
EVT_996027_NAME;A syndicalist Flanders-Wallona;;;;;;;Синдикалистская Фландрия-Валлония;;;X
EVT_996027_DESC;The french decided to give partial autonomy to Flanders-Wallonia, installing a new syndicalist government.;;;;;;;Французы дали нам автономию.;;;X
EVT_996027_OPTIONA;Not a big change...;;;;;;;Небольшая разница...;;;X
EVT_11800108_NAME;A syndicalist Flanders-Wallonia;;;;;;;Синдикалистская Фландрия-Валлония;;;X
EVT_11800108_DESC;We gave partial autonomy to Flanders-Wallonia, installing a new syndicalist government, but we're gonna keep a close eye on them.;;;;;;;Мы предоставили автономию Фландрии-Валлонии и установили новое синдикалистское правительство.;;;X
EVT_11800108_OPTIONA;Good!;;;;;;;Хорошо!;;;X
EVT_996029_NAME;A syndicalist Flanders;;;;;;;Синдикалистская Фландрия;;;X
EVT_996029_DESC;The french decided to give partial autonomy to Flanders, installing a new syndicalist government.;;;;;;;Французы дали нам автономию.;;;X
EVT_996029_OPTIONA;Not a big change...;;;;;;;Небольшая разница...;;;X
EVT_11800105_NAME;A syndicalist Flanders;;;;;;;Синдикалистская Фландрия;;;X
EVT_11800105_DESC;We gave partial autonomy to Flanders, installing a new syndicalist government, but we're gonna keep a close eye on them.;;;;;;;Мы предоставили автономию Фландрии и установили новое синдикалистское правительство.;;;X
EVT_11800105_OPTIONA;Good!;;;;;;;Хорошо!;;;X
EVT_11800106_NAME;A syndicalist Wallonia;;;;;;;Синдикалистская Валлония;;;X
EVT_11800106_DESC;The french decided to give partial autonomy to Wallonia, installing a new syndicalist government.;;;;;;;Французы дали нам автономию.;;;X
EVT_11800106_OPTIONA;Not a big change...;;;;;;;Небольшая разница...;;;X
EVT_11800107_NAME;A syndicalist Flanders;;;;;;;Синдикалистская Фландрия;;;X
EVT_11800107_DESC;We gave partial autonomy to Wallonia, installing a new syndicalist government, but we're gonna keep a close eye on them.;;;;;;;Мы предоставили автономию Валлонии и установили новое синдикалистское правительство.;;;X
EVT_11800107_OPTIONA;Good!;;;;;;;Хорошо!;;;X
EVT_11800111_NAME;Status of Flanders;;;;;;;Статус Фландрии;;;X
EVT_11800111_DESC;For our direct support of the syndicalist cause, Commune of France has rewarded with territory of Flanders. We can integrate it directly, or create syndicalist Flanders under our control....;;;;;;;В качестве поддержки Франция передала нам Фландрию. Мы можем интегрировать ее в страну или предоставить автономию.;;;X
EVT_11800111_OPTIONA;Directly annex Flanders;;;;;;;Прямое управление;;;X
EVT_11800111_OPTIONB;Liberate Flanders;;;;;;;Дать автономию;;;X
EVT_11800109_NAME;A syndicalist Flanders;;;;;;;Синдикалистская Фландрия;;;X
EVT_11800109_DESC;Netherland decided to give partial autonomy to Flanders, installing a new syndicalist government.;;;;;;;Нидерланды дали нам автономию.;;;X
EVT_11800109_OPTIONA;Not a big change...;;;;;;;Небольшая разница...;;;X
EVT_11800110_NAME;A syndicalist Flanders;;;;;;;Синдикалистская Фландрия;;;X
EVT_11800110_DESC;We gave partial autonomy to Flanders, installing a new syndicalist government, but we're gonna keep a close eye on them.;;;;;;;Мы предоставили автономию Фландрии и установили новое синдикалистское правительство.;;;X
EVT_11800110_OPTIONA;Good!;;;;;;;Хорошо!;;;X
EVT_11800113_NAME;The destiny of Luxembourg;;;;;;;Судьба Люксембурга;;;X
EVT_11800113_DESC;After liberating the Luxembourg population from the violent reactionary government created by the Germans, we have to decide their destiny. We could recreate the country of Luxembourg, this time with a syndicalist government, or we could directly rule this lands. After all, some of them are true french territories.;;;;;;;После освобождения населения Люксембурга от жестокого правительства реакционеров, созданные Германией, мы решаем его судьбу. Мы можем воссоздать страну Люксембург с синдикалистским правительством или напрямую управлять этими землями.;;;X
EVT_11800113_OPTIONA;Luxembourg, a new Syndicalist country!;;;;;;;Люксембург - новая синдикалистская страна!;;;X
EVT_11800113_OPTIONB;Absorb Luxembourg into France !;;;;;;;Включить Люксембург в состав Франции!;;;X
EVT_11800112_NAME;A syndicalist Luxembourg;;;;;;;Синдикалистский Люксембург;;;X
EVT_11800112_DESC;We gave partial autonomy to Luxembourg, installing a new syndicalist government, but we're gonna keep a close eye on them.;;;;;;;Мы предоставили автономию Люксембургу и установили новое синдикалистское правительство.;;;X
EVT_11800112_OPTIONA;Good!;;;;;;;Хорошо!;;;X
EVT_11800114_NAME;Integration of Romandy;;;;;;;Интеграция Романдии;;;X
EVT_11800114_DESC;Romandy region centered in Geneva is now firmly integrated into our growing state.;;;;;;;Романдия полностью интегрирована в наше государство.;;;X
EVT_11800114_OPTIONA;Great !;;;;;;;Отлично!;;;X
EVT_11800115_NAME;Integration of Wallonia;;;;;;;Интеграция Валлонии;;;X
EVT_11800115_DESC;Wallonia region centered in Namur is now firmly integrated into our growing state.;;;;;;;Валлония полностью интегрирована в наше государство.;;;X
EVT_11800115_OPTIONA;Great !;;;;;;;Отлично!;;;X
EVT_11800116_NAME;Integration of Luxembourg;;;;;;;Интеграция Люксембурга;;;X
EVT_11800116_DESC;The former imperial state of Luxembourg is now firmly integrated into our growing state.;;;;;;;Люксембург полностью интегрирован в наше государство.;;;X
EVT_11800116_OPTIONA;Great !;;;;;;;Отлично!;;;X
EVT_11800117_NAME;Integration of Alsace-Lorraine;;;;;;;Интеграция Эльзаса-Лотарингии;;;X
EVT_11800117_DESC;The former imperial province of Alsace-Lorraine is now firmly integrated into our homeland.;;;;;;;Бывшая имперская провинция Эльзас-Лотарингия полностью интегрирована в нашу cтрану!;;;X
EVT_11800117_OPTIONA;Great !;;;;;;;Отлично!;;;X
EVT_11800118_NAME;Integration of Bosna;;;;;;;Интеграция Боснии;;;X
EVT_11800118_DESC;The former kingdom of Bosna inhabited by significant serbian population is now finally integrated into our homeland.;;;;;;;Бывшее королевство Босния, населенное в основном сербами, полностью интегрировано в нашу страну.;;;X
EVT_11800118_OPTIONA;Great !;;;;;;;Отлично!;;;X
EVT_11800119_NAME;Integration of Backa-Baranje;;;;;;;Интеграция Бачки и Бараньи;;;X
EVT_11800119_DESC;The former provinces of the Kingdom of Hungary inhabited by significant serbian population are now firmly integrated into our motherland.;;;;;;;Территории, принадлежащие ранее королевству Венгрия, полностью интегрированы в нашу страну;;;X
EVT_11800119_OPTIONA;Great !;;;;;;;Отлично!;;;X
EVT_11800120_NAME;Integration of Dalmatia;;;;;;;Интеграция Далмации;;;X
EVT_11800120_DESC;The former provinces of the Kingdom of Croatia inhabited by significant serbian population are now firmly integrated into our motherland.;;;;;;;Территории, принадлежащие ранее королевству Хорватия, полностью интегрированы в нашу страну;;;X
EVT_11800120_OPTIONA;Great !;;;;;;;Отлично!;;;X
EVT_11800121_NAME;Integration of Montenegro;;;;;;;Интеграция Черногории;;;X
EVT_11800121_DESC;The former provinces of the Kingdom of Montengro inhabited by significant serbian population are now firmly integrated into our motherland.;;;;;;;Территории, принадлежащие ранее королевству Черногория, полностью интегрированы в нашу страну;;;X
EVT_11800121_OPTIONA;Great !;;;;;;;Отлично!;;;X
EVT_996030_NAME;The Annexation of Southern Italy and Reunification of Italy;;;;;;;Присоединение Южной Италии и объединение Италии!;;;X
EVT_996030_DESC;Italy is now, once again more than just a geographical term. The Army of Southern Italy has surrendered, and the Socialist Republic has been annexed. Some people celebrated in the streets, but not everyone was as happy to see us. This will change with time.;;;;;;;Италия сейчас - больше, чем географическое название. Армия Южной Италии была разбита и Соц. Республика Италии была присоеденина. Некоторые люди празднуют на улицах, но не каждый счастлив видеть нас. Это изменится со временем.;;;X
EVT_996030_OPTIONA;Hurrah!;;;;;;;Ура!;;;X
EVT_996031_NAME;Fate of the Southern Italy;;;;;;;Судьба Южной Италии;;;X
EVT_996031_DESC;Our armed forces have succesfully occupied the entire Southern Italy. There is some resistance among local population, but it will be crushed under our heels!;;;;;;;Армия социалистов сдалась и мы аннексировали Южную Италию.;;;X
EVT_996031_OPTIONA;Liberate Socialist Italy!;;;;;;;Освободить социалистическую Италию;;;X
EVT_996031_OPTIONB;Liberate Italian Republic!;;;;;;;Освободить Итальянскую республику;;;X
EVT_996031_OPTIONC;Liberate Italian Federation !;;;;;;;Освободить Итальянскую Федерацию;;;X
EVT_996031_OPTIOND;Liberate Kingdom of Two Sicilies!;;;;;;;Освободить Королевство Обеих Сицилий;;;X
EVT_996031_OPTIONE;Offer it to the Italian Federation !;;;;;;;Отдать Итальянской Федерации;;;X
EVT_996031_OPTIONF;Offer it to the Italian Federation !;;;;;;;Отдать Итальянской Федерации;;;X
EVT_996031_OPTIONG;Offer it to the Italian Federation !;;;;;;;Отдать Итальянской Федерации;;;X
EVT_996031_OPTIONERR;Offer it to the Italian Federation !;;;;;;;Отдать Итальянской Федерации;;;X
EVT_996031_OPTIONERR;Return it to our loyal ally !;;;;;;;Отдать нашему верному союзнику;;;X
EVT_996031_OPTIONERR;Continue with occupation !;;;;;;;Продолжить оккупацию;;;X
EVT_11800122_NAME;The Red Army rises;;;;;;;Рождение Красной армии;;;X
EVT_11800122_DESC;The Army of the Socialist Italy is born.;;;;;;;Создана армия социалистической Италии.;;;X
EVT_11800122_OPTIONA;Form Up the Troops!;;;;;;;Сформировать войска!;;;X
EVT_11800123_NAME;Independent Italy;;;;;;;Независимая Италия;;;X
EVT_11800123_DESC;The Army of the Italian Republic is born.;;;;;;;Создана армия Итальянской республики;;;X
EVT_11800123_OPTIONA;Form Up the Troops!;;;;;;;Сформировать войска!;;;X
EVT_11800124_NAME;Kingdom of Two Sicilies is reborn;;;;;;;Королевство Обеих Сицилий возрождено;;;X
EVT_11800124_DESC;The Army of the Kingom of Two Sicilies is born.;;;;;;;Создана армия Королевства Обеих Сицилий;;;X
EVT_11800124_OPTIONA;Form Up the Troops!;;;;;;;Сформировать войска!;;;X
EVT_11800125_NAME;Independent Italy;;;;;;;Независимая Италия;;;X
EVT_11800125_DESC;The Army of the Italian Federation is born.;;;;;;;Создана армия Итальянской Федерации.;;;X
EVT_11800125_OPTIONA;Form Up the Troops!;;;;;;;Сформировать войска!;;;X
EVT_11800126_NAME;An alliance with Vienna in exchange for our land;;;;;;;Союз в Веной в обмен на земли;;;X
EVT_11800126_DESC;Austrians have succesfully defeated the Socialist Italy and they said they will give us back our provinces if we renounce our claims on Venetia region and join their alliance.;;;;;;;Австрийцы успешно победили социалистическую Италию и теперь предлагают передать нам юг Италии, если мы откажемся от претензий на Венецию и заключим с ними союз.;;;X
EVT_11800126_OPTIONA;A great deal!;;;;;;;Отличная сделка!;;;X
EVT_11800126_OPTIONB;We will never accept your proposal!;;;;;;;Никогда!;;;X
EVT_11800127_NAME;An alliance with Russia in exchange for our land;;;;;;;Союз в Россией в обмен на земли;;;X
EVT_11800127_DESC;Russians have succesfully defeated the Socialist Italy and they said they will give us back our provinces if we join their alliance.;;;;;;;Русские успешно победили социалистическую Италию и теперь предлагают передать нам юг Италии, если мы заключим с ними союз.;;;X
EVT_11800127_OPTIONA;A great deal!;;;;;;;Отличная сделка!;;;X
EVT_11800127_OPTIONB;We will never accept your proposal!;;;;;;;Никогда!;;;X
EVT_11800128_NAME;An alliance with Germany in exchange for our land;;;;;;;Союз в Германией в обмен на земли;;;X
EVT_11800128_DESC;Germans have succesfully defeated the Socialist Italy and they said they will give us back our provinces if we join their alliance.;;;;;;;Немцы успешно победили социалистическую Италию и теперь предлагают передать нам юг Италии, если мы заключим с ними союз.;;;X
EVT_11800128_OPTIONA;A great deal!;;;;;;;Отличная сделка!;;;X
EVT_11800128_OPTIONB;We will never accept your proposal!;;;;;;;Никогда!;;;X
EVT_11800129_NAME;An alliance with Entete in exchange for our land;;;;;;;Союз в Антантой в обмен на земли;;;X
EVT_11800129_DESC;Nations of Entete have succesfully defeated the Socialist Italy and they said they will give us back our provinces if we join their alliance.;;;;;;;Народы Антанты успешно победили социалистическую Италию и теперь предлагают передать нам юг Италии, если мы заключим с ними союз.;;;X
EVT_11800129_OPTIONA;A great deal!;;;;;;;Отличная сделка!;;;X
EVT_11800129_OPTIONB;We will never accept your proposal!;;;;;;;Никогда!;;;X
EVT_11800130_NAME;Honour the deal;;;;;;;Исполнение соглашения;;;X
EVT_11800130_DESC;In accordance with our agreement, we are now giving the italian provinces we conquered back to the Italian government.;;;;;;;В соответствии с договором мы возвращаем оккупированные нами территории Италии итальянскому правительству.;;;X
EVT_11800130_OPTIONA;We have to obey;;;;;;;Мы чтим договоры;;;X
EVT_11800131_NAME;Honour the deal;;;;;;;Исполнение соглашения;;;X
EVT_11800131_DESC;In accordance with our agreement, we are now giving the italian provinces we conquered back to the Italian government.;;;;;;;В соответствии с договором мы возвращаем оккупированные нами территории Италии итальянскому правительству.;;;X
EVT_11800131_OPTIONA;We have to obey;;;;;;;Мы чтим договоры;;;X
EVT_11800132_NAME;Honour the deal;;;;;;;Исполнение соглашения;;;X
EVT_11800132_DESC;In accordance with our agreement, we are now giving the italian provinces we conquered back to the Italian government.;;;;;;;В соответствии с договором мы возвращаем оккупированные нами территории Италии итальянскому правительству.;;;X
EVT_11800132_OPTIONA;We have to obey;;;;;;;Мы чтим договоры;;;X
EVT_11800133_NAME;Honour the deal;;;;;;;Исполнение соглашения;;;X
EVT_11800133_DESC;In accordance with our agreement, we are now giving the italian provinces we conquered back to the Italian government.;;;;;;;В соответствии с договором мы возвращаем оккупированные нами территории Италии итальянскому правительству.;;;X
EVT_11800133_OPTIONA;We have to obey;;;;;;;Мы чтим договоры;;;X
EVT_11800134_NAME;Honour the deal;;;;;;;Исполнение соглашения;;;X
EVT_11800134_DESC;In accordance with our agreement, we are now giving the italian provinces we conquered back to the Italian government.;;;;;;;В соответствии с договором мы возвращаем оккупированные нами территории Италии итальянскому правительству.;;;X
EVT_11800134_OPTIONA;We have to obey;;;;;;;Мы чтим договоры;;;X
EVT_11800135_NAME;Honour the deal;;;;;;;Исполнение соглашения;;;X
EVT_11800135_DESC;In accordance with our agreement, we are now giving the italian provinces we conquered back to the Italian government.;;;;;;;В соответствии с договором мы возвращаем оккупированные нами территории Италии итальянскому правительству.;;;X
EVT_11800135_OPTIONA;We have to obey;;;;;;;Мы чтим договоры;;;X
EVT_11800136_NAME;Honour the deal;;;;;;;Исполнение соглашения;;;X
EVT_11800136_DESC;In accordance with our agreement, we are now giving the italian provinces we conquered back to the Italian government.;;;;;;;В соответствии с договором мы возвращаем оккупированные нами территории Италии итальянскому правительству.;;;X
EVT_11800136_OPTIONA;We have to obey;;;;;;;Мы чтим договоры;;;X
EVT_11800137_NAME;Honour the deal;;;;;;;Исполнение соглашения;;;X
EVT_11800137_DESC;In accordance with our agreement, we are now giving the italian provinces we conquered back to the Italian government.;;;;;;;В соответствии с договором мы возвращаем оккупированные нами территории Италии итальянскому правительству.;;;X
EVT_11800137_OPTIONA;We have to obey;;;;;;;Мы чтим договоры;;;X
EVT_11800138_NAME;The Fate of Russia;;;;;;;Судьба России;;;X
EVT_11800138_DESC;After a long fight with the Russian state, we have launched a full offensive and forced the Russian armed forces to surrender. Moscow is now in our hands and fate of the russian nation with it !;;;;;;;После долгой войны мы провели полномасштабное наступление и вынудили русскую армию капитулировать. Москва находится в наших руках, а с ней и судьба русского народа!;;;X
EVT_11800138_OPTIONA;Liberate Soviet Union !;;;;;;;Создать Советский Союз!;;;X
EVT_11800138_OPTIONB;Occupy them !;;;;;;;Оккупировать Россию!;;;X
EVT_11800139_NAME;Soviet Union;;;;;;;Советский Союз;;;X
EVT_11800139_DESC;...Nobody sees this...;;;;;;;… Никто этого не видит …;;;X
EVT_11800139_OPTIONA;A new beginning;;;;;;;Новое начало;;;X
EVT_11800140_NAME;The Fate of Russia;;;;;;;Судьба России;;;X
EVT_11800140_DESC;After a long fight with the Russian state, we have launched a full offensive and forced the Russian armed forces to surrender. Moscow is now in our hands!;;;;;;;После долгой войны мы провели полномасштабное наступление и вынудили русскую армию капитулировать. Москва находится в наших руках!;;;X
EVT_11800140_OPTIONA;Liberate Russia !;;;;;;;Создать Россию!;;;X
EVT_11800140_OPTIONB;Occupy them !;;;;;;;Оккупировать Россию!;;;X
EVT_11800142_NAME;The Future of Russia;;;;;;;Будущее России;;;X
EVT_11800142_DESC;With the negotitations about Russia's territory complete, it is now time to begin planning it's own course. The majority of our government has united in supporting Louis Ferdinand, the second son of Wilhelm III as he is married a daughter of Kyril Romanov. Several ministers have suggested the pro-German Pavel Bermondt-Avalov to lead Russia instead however. What shall be done?;;;;;;;Когда завершились договоренности о Российской территории, пришло время решить их политический курс. Большинство нашего правительства за то, чтобы Россией правил Луи Фердинанд, второй сын Вильгельма III когда женится на дочери Кирилла Романова. Некоторые министры поддерживают про-Германского Павла Бермондт-Авалова управлять Россией вместо оного. Что мы должны делать?;;;X
EVT_11800142_OPTIONA;Prince Louis Ferdinand will rule as Ivan V;;;;;;;Принц Луи Фердинанд станет Иваном IV;;;X
EVT_11800142_OPTIONB;Appoint Pavel Bermondt-Avalov;;;;;;;Россию возглавит Павел Бермондт-Авалов;;;X
EVT_11800143_NAME;A Hohenzollern Tsar;;;;;;;Царь из династии Гогенцоллернов;;;X
EVT_11800143_DESC;The Germans have installed a Hohenzollern onto the throne of Russia, and while he has converted to the Orthodox faith it is not likely that 'Ivan V' will have an easy time ruling Russia.;;;;;;;Немцы усадили Гогенцоллерна на российский престол. После перехода в православие он станет Иваном IV и приступит к правлению.;;;X
EVT_11800143_OPTIONA;There's worse in alternative history I guess;;;;;;;Могло быть и хуже;;;X
EVT_11800144_NAME;Our new Prime Minister;;;;;;;Новый премьер-министр;;;X
EVT_11800144_DESC;A little while ago, Pavel Bermondt-Avalov was been 'suggested' to lead Russia by the Germans and shortly after became our new leader. He has the support of the people if only because we are now no longer fighting the Germans.;;;;;;;Только что Павел Бермондт-Авалов стал стал нашим новым лидером по воле Германии. Он пользуется поддержкой лишь потому, что мы больше не воюем с немцами.;;;X
EVT_11800144_OPTIONA;Better then an occupation...;;;;;;;Лучше чем оккупация...;;;X
EVT_11800141_NAME;Independent Russia;;;;;;;Независимая Россия;;;X
