EVT_90957_DESC;The members of the Belgrade Pact, a new bloc that has formed in the neighboring Balkans, seem to be preparing for war by the looks of it. Romania and Serbia especially are a threat to the territorial integrity of our empire.;;;;;;;Члены Белградского пакта, нового военного блока на Балканском полуострове, похоже готовятся к войне. Румыния и Сербия представляют угрозу территориальной целостности нашей империи.;;x
EVT_90957_OPTIONA;Announce our support for Bulgaria;;;;;;;Объявить о нашей поддержке Болгарии;;x
EVT_90957_OPTIONB;We must avoid Balkan entanglements;;;;;;;Мы должны избегать проблем на Балканах;;x
EVT_90958_NAME;Belgrade Congress Argues for New Order in the Balkans!;;;;;;;Белградский конгресс выступает за новый порядок на Балканах!;;x
EVT_90958_DESC;The members of the Belgrade Pact, a new bloc that has formed in the neighboring Balkans, seem to be preparing for war by the looks of it. Romania and Serbia especially are a threat to the territorial integrity of our empire.;;;;;;;Члены Белградского пакта, нового военного блока на Балканском полуострове, похоже готовятся к войне. Румыния и Сербия представляют угрозу территориальной целостности нашей империи.;;x
EVT_90958_OPTIONA;Announce our support for Bulgaria;;;;;;;Объявить о нашей поддержке Болгарии;;x
EVT_90958_OPTIONB;We must avoid Balkan entanglements;;;;;;;Мы должны избегать проблем на Балканах;;x
EVT_90906_NAME;Belgrade Congress argues for New Order in the Balkans!;;;;;;;Белградский конгресс выступает за новый порядок на Балканах!;;x
EVT_90906_DESC;The members of the Belgrade Congress have formed a new bloc that is aimed solely against us! This does not bode well!;;;;;;;На Белградском конгрессе был оформлен союз между тремя странами, направленный проитв нас. Это не сулит нам ничего хорошего!;;x
EVT_90906_OPTIONA;This isn't good...;;;;;;;#TODO;;x
EVT_90907_NAME;Greece rejects the Pact!;;;;;;;Греция отказывается от пакта!;;x
EVT_90907_DESC;The Greek delegate has announced that Greece is a peace-loving nation and will not join the Pact. Without the Greeks creating another front, we may not be able to win against the Bulgarians. Because of this, it has been suggested that we ask the Ottomans to join the Pact. Shall we send the formal invitation?;;;;;;;#TODO;;x
EVT_90907_OPTIONA;Invite the Ottoman Empire then;;;;;;;Пригласить Османскую империю;;x
EVT_90907_OPTIONB;We will be fine without them;;;;;;;Мы обойдемся и без них;;x
EVT_90908_NAME;Greece rejects the Pact!;;;;;;;Греция отказывается от пакта!;;x
EVT_90908_DESC;The Greek delegate has announced that Greece is a peace-loving nation and will not join the Pact. Without the Greeks creating another front, we may not be able to win against the Bulgarians.;;;;;;;Греческий делегат заявил, что греки - миролюбивая нация и не присоединится к нашему союзу. Без дополнительного фронта мы не сможем одержать победу над болгарами.;;x
EVT_90908_OPTIONA;We will be fine without them;;;;;;;Мы обойдемся и без них;;x
EVT_90909_NAME;The Belgrade Pact offer;;;;;;;Присоединение к Белградскому пакту;;x
EVT_90909_DESC;The Serbians have asked us to join the 'Belgrade Pact' which is clearly aimed against the Bulgarians. Joining the Pact would obviously ruin relations with the Germans, but it would protect our capital. Shall we agree to the proposition?;;;;;;;Сербы предложили нам присоединиться к 'Белградскому пакту', направленному против болгар. Присоединение к этому блоку испортит наши отношения с немцами, но позволит усилить защиту нашей столицы. Должны ли мы согласиться на предложение?;;x
EVT_90909_OPTIONA;Agree to the offer!;;;;;;;Принять предложение!;;x
EVT_90909_OPTIONB;Support Bulgaria instead!;;;;;;;Оказать поддержку Болгарии;;x
EVT_90909_OPTIONC;We shouldn't focus on the Balkans;;;;;;;Балканы нас не волнуют;;x
EVT_90994_NAME;New Romanian Foreign policy;;;;;;;#TODO;;x
EVT_90994_DESC;Our recent victory over nationalist Irong guard have put us in precarious position, since despite outwards sympathies displayed towards our new regime, we are without international protection. Currently the only way, how can we protect our independence is by joining alliance with Serbian state.;;;;;;;#TODO;;x
EVT_90994_OPTIONA;We must ally with Serbia !;;;;;;;#TODO;;x
EVT_90994_OPTIONB;Isolationism will protect Romania;;;;;;;#TODO;;x
EVT_90995_NAME;Romania wants to join Belgrade pact;;;;;;;#TODO;;x
EVT_90995_DESC;Government of Romania has annouced recently that they want to join the Belgrade pact. It's not a sudden move because pro-Serbian policy is popular in many circles including the ruling cabinet and army. Do we want to allow Romania to join our alliance?;;;;;;;#TODO;;x
EVT_90995_OPTIONA;YES!;;;;;;;ДА!;;x
EVT_90995_OPTIONB;Rather not.;;;;;;;Нет;;x
EVT_90996_NAME;Romania joins Belgrade pact;;;;;;;#TODO;;x
EVT_90996_DESC;Serbia expressed their graditude that we did not forget old alliances and joined a common cause - rearganizing and securing Balkan peninsula for the nations of Balkan. Now we are part of the Belgrade pact.;;;;;;;#TODO;;x
EVT_90996_OPTIONA;Now our independence is secured !;;;;;;;#TODO;;x
EVT_90950_NAME;The fourth Balkan war !;;;;;;;#TODO;;x
EVT_90950_DESC;With our armed forces and allies prepared, we are ready to repair insjustices caused by the Weltkrieg and restore borders of Balkan to its pre-1914 state.;;;;;;;#TODO;;x
EVT_90950_OPTIONA;Final Ultimatum - Territories or War !;;;;;;;#TODO;;x
EVT_90950_OPTIONB;Time to back down!;;;;;;;#TODO;;x
EVT_90951_NAME;Territories or war!;;;;;;;#TODO;;x
EVT_90951_DESC;Ultimatum from the Balkan Pact has arrived in Sofia. They are demanding that we hand over all territories we have seized after 1.1.1915. Members of the Balkan pact are threatening us with war if we refuse. This is where we must stand up to the Balkan pact to protect everything, Bulgarian nation has achieved during Weltkrieg !;;;;;;;#TODO;;x
EVT_90951_OPTIONA;Then it is war!;;;;;;;Война!;;x
EVT_90951_OPTIONB;Give into their demands!;;;;;;;#TODO;;x
EVT_90952_NAME;The Bulgarians Refuse;;;;;;;#TODO;;x
EVT_90952_DESC;Sofia has refused to hand over rightfull territories that Belong to the Balkan pact, Macedonia, Pirot, Southern Dobruja and Thrace. The only solution that remains is war until we gain everything that was stolen from us during Weltkrieg !;;;;;;;#TODO;;x
EVT_90952_OPTIONA;What better time than now!;;;;;;;#TODO;;x
EVT_90952_OPTIONB;Now is not the time to confront Bulgarians;;;;;;;#TODO;;x
EVT_90953_NAME;The Bulgarians Fold;;;;;;;#TODO;;x
EVT_90953_DESC;The Bulgarians have given into our demands and handed over all contested territories.;;;;;;;#TODO;;x
EVT_90953_OPTIONA;Excellent!;;;;;;;Отлично!;;x
EVT_90990_NAME;The Forth Balkan War;;;;;;;#TODO;;x
EVT_90990_DESC;The fourth balkan war has started ! We will face determined Bulgarian soldiers together with our allies in Balkan pact in effort to retrieve what was stolen from us during Weltkreig !;;;;;;;#TODO;;x
EVT_90990_OPTIONA;Onwards to victory !;;;;;;;#TODO;;x
EVT_90991_NAME;The Bulgarians Fold;;;;;;;#TODO;;x
EVT_90991_DESC;The fourth balkan war has started ! We will face determined Bulgarian soldiers together with our allies in Balkan pact in effort to retrieve what was stolen from us during Weltkreig !;;;;;;;#TODO;;x
EVT_90991_OPTIONA;Onwards to victory !;;;;;;;#TODO;;x
EVT_90992_NAME;The Bulgarians Fold;;;;;;;#TODO;;x
EVT_90992_DESC;The fourth balkan war has started ! We will face determined Bulgarian soldiers together with our allies in Balkan pact in effort to retrieve what was stolen from us during Weltkreig !;;;;;;;#TODO;;x
EVT_90992_OPTIONA;Onwards to victory !;;;;;;;#TODO;;x
EVT_90910_NAME;The Fourth Balkan war!;;;;;;;Четвертая Балканская война!;;x
EVT_90910_DESC;The Bulgarians are once more at war with the Serbians and it has come forth that we must act on our word and aid Bulgaria. What shall we do?;;;;;;;Болгары вновь воюют с сербами и теперь мы должны решить, оказать ли помощь Болгарии. Что мы должны сделать?;;x
EVT_90910_OPTIONA;Send aid to the Bulgarians!;;;;;;;Отправить помощь болгарам!;;x
EVT_90910_OPTIONB;Ally with the Bulgarians!;;;;;;;Заключить союз с ними;;x
EVT_90910_OPTIONC;We cannot do anything...;;;;;;;Мы ничем не можем помочь...;;x
EVT_90975_NAME;The Fourth Balkan war!;;;;;;;Четвертая Балканская война!;;x
EVT_90975_DESC;The Bulgarians are once more at war with the Serbians. As we made deals with members of the Belgrade pact we are now obliged to enter the war with Bulgaria in order to reclaim Eastern Rumelia, if our armed forces are sufficient for the task ahead...;;;;;;;Болгары вновь находятся в состоянии войны с сербами. Поскольку мы заключили договор с членами Белградского пакта, мы должны вступить в войну с Болгарией, чтобы вернуть Восточную Румелию, если, конечно, наши вооруженные силы готовы к войне...;;x
EVT_90975_OPTIONA;Declare war on Bulgaria!;;;;;;;Объявить войну Болгарии!;;x
EVT_90975_OPTIONB;We are too overstretched. Just send aid.;;;;;;;У нас есть другие проблемы. Просто отправить помощь.;;x
EVT_90975_OPTIONC;We cannot do anything...;;;;;;;Мы ничем не можем помочь...;;x
EVT_90976_NAME;Aid from the Ottomans;;;;;;;Помощь османов;;x
EVT_90976_DESC;The Ottomans have sent us aid!;;;;;;;Турки прислали нам помощь!;;x
EVT_90976_OPTIONA;OK;;;;;;;#TODO;;x
EVT_90911_NAME;Aid from the Ottomans;;;;;;;Помощь османов;;x
EVT_90911_DESC;The Ottomans have sent us aid!;;;;;;;Турки прислали нам помощь!;;x
EVT_90911_OPTIONA;OK;;;;;;;#TODO;;x
EVT_90912_NAME;An alliance with the Ottomans?;;;;;;;Союз с турками?;;x
EVT_90912_DESC;The Ottomans have come to us in our time of need and have offered to ally with us! Shall we accept the offer?;;;;;;;Турки пришли к нам на помощь и предложили вступить с ними в союз! Должны ли мы принять это предложение?;;x
EVT_90912_OPTIONA;Hurrah!;;;;;;;Ура!;;x
EVT_90912_OPTIONB;We do not need them!;;;;;;;Мы не нуждаемся в этом!;;x
EVT_90913_NAME;The Fourth Balkan War!;;;;;;;Четвертая Балканская война!;;x
EVT_90913_DESC;The Balkans is once more in conflict and several military officers are demanding we help the Bulgarians out by sending volunteers. Shall we?;;;;;;;Балканский полуостров в очередной раз охвачен войной и ряд офицеров потребовали оказать помошь болгарам, отправив к ним добровольцев. Нужно ли нам это?;;x
EVT_90913_OPTIONA;Send aid to the Bulgarians!;;;;;;;Отправить помощь болгарам!;;x
EVT_90913_OPTIONB;We cannot do anything...;;;;;;;Мы ничем не можем помочь...;;x
EVT_90914_NAME;Aid from the Hungarians;;;;;;;Помощь Венгрии;;x
EVT_90914_DESC;The Hungarians have sent us aid!;;;;;;;Венгры прислали нам помощь!;;x
EVT_90914_OPTIONA;OK;;;;;;;#TODO;;x
EVT_90959_NAME;The Fourth Balkan War!;;;;;;;Четвертая Балканская война!;;x
EVT_90959_DESC;The Balkans is once more in conflict and several military officers are demanding we help the Bulgarians out by sending volunteers. Shall we?;;;;;;;Балканский полуостров в очередной раз охвачен войной и ряд офицеров потребовали оказать помошь болгарам, отправив к ним добровольцев. Нужно ли нам это?;;x
EVT_90959_OPTIONA;Send aid to the Bulgarians!;;;;;;;Отправить помощь болгарам!;;x
EVT_90959_OPTIONB;We cannot do anything...;;;;;;;Мы ничем не можем помочь...;;x
EVT_90960_NAME;The Fourth Balkan War!;;;;;;;Четвертая Балканская война!;;x
EVT_90960_DESC;The Balkans is once more in conflict and several military officers are demanding we help the Bulgarians out by sending volunteers. Shall we?;;;;;;;Балканский полуостров в очередной раз охвачен войной и ряд офицеров потребовали оказать помошь болгарам, отправив к ним добровольцев. Нужно ли нам это?;;x
EVT_90960_OPTIONA;Send aid to the Bulgarians!;;;;;;;Отправить помощь болгарам!;;x
EVT_90960_OPTIONB;We cannot do anything...;;;;;;;Мы ничем не можем помочь...;;x
EVT_90961_NAME;The Fourth Balkan War!;;;;;;;Четвертая Балканская война!;;x
EVT_90961_DESC;The Balkans is once more in conflict and several military officers are demanding we help the Bulgarians out by sending volunteers. Shall we?;;;;;;;Балканский полуостров в очередной раз охвачен войной и ряд офицеров потребовали оказать помошь болгарам, отправив к ним добровольцев. Нужно ли нам это?;;x
EVT_90961_OPTIONA;Send aid to the Bulgarians!;;;;;;;Отправить помощь болгарам!;;x
EVT_90961_OPTIONB;We cannot do anything...;;;;;;;Мы ничем не можем помочь...;;x
EVT_90962_NAME;The Fourth Balkan War!;;;;;;;Четвертая Балканская война!;;x
EVT_90962_DESC;The Balkans is once more in conflict and several military officers are demanding we help the Bulgarians out by sending volunteers. Shall we?;;;;;;;Балканский полуостров в очередной раз охвачен войной и ряд офицеров потребовали оказать помошь болгарам, отправив к ним добровольцев. Нужно ли нам это?;;x
EVT_90962_OPTIONA;Send aid to the Bulgarians!;;;;;;;Отправить помощь болгарам!;;x
EVT_90962_OPTIONB;We cannot do anything...;;;;;;;Мы ничем не можем помочь...;;x
EVT_90965_NAME;The Fourth Balkan War!;;;;;;;Четвертая Балканская война!;;x
EVT_90965_DESC;The Balkans is once again engulfed by the flames of war. Serbia, eager to repay its defeat in the 3rd Balkan war, launched an assault together with its allies on the weakened Bulgarian state. Who shall Russia support?;;;;;;;Балканский полуостров в очередной раз охвачен пламенем войны. Стремящаяся взять реванш за поражение в Третьей Балканской войне Сербия и ее союзники начали войну против ослабленного болгарского государства. Кого поддержит Россия?;;x
EVT_90965_OPTIONA;Send aid to the Serbians!;;;;;;;Отправить помощь сербам!;;x
EVT_90965_OPTIONB;Send aid to the Bulgarians!;;;;;;;Отправить помощь болгарам!;;x
EVT_90965_OPTIONC;We cannot do anything...;;;;;;;Мы ничем не можем помочь...;;x
EVT_90963_NAME;Aid from the Austrians;;;;;;;Помощь Австрии;;x
EVT_90963_DESC;The Austrians have sent us aid!;;;;;;;Австрийцы прислали нам помощь!;;x
EVT_90963_OPTIONA;OK;;;;;;;#TODO;;x
EVT_90964_NAME;Aid from the Germans;;;;;;;Помощь Германии;;x
EVT_90964_DESC;The Germans have sent us aid!;;;;;;;Немцы прислали нам помощь!;;x
EVT_90964_OPTIONA;OK;;;;;;;#TODO;;x
EVT_90966_NAME;Aid from the Russians;;;;;;;Помощь России;;x
EVT_90966_DESC;The Russians have sent us aid!;;;;;;;Русские прислали нам помощь!;;x
EVT_90966_OPTIONA;OK;;;;;;;#TODO;;x
EVT_90967_NAME;Aid from the Russians;;;;;;;Помощь России;;x
EVT_90967_DESC;The Russians have sent us aid!;;;;;;;Русские прислали нам помощь!;;x
EVT_90967_OPTIONA;OK;;;;;;;#TODO;;x
EVT_90968_NAME;The End of the 4th Balkan war;;;;;;;Конец Четвертой Балканской войны;;x
EVT_90968_DESC;For good or ill, the 4th Balkan war is now over.  The General Staff have reported that they learnt many valuable lessons regarding the nature of modern warfare over the course of the conflict.;;;;;;;К добру или к худу, но Четвертая Балканская война уже позади. В Генеральном штабе сообщили, что в ходе конфликта наши командиры получили много ценных уроков о природе современной войны.;;x
EVT_90968_OPTIONA;ACTIONNAME2803A;;;;;;;#TODO;;x
EVT_90969_NAME;The End of the 4th Balkan war;;;;;;;Конец Четвертой Балканской войны;;x
EVT_90969_DESC;For good or ill, the 4th Balkan war is now over.  The General Staff have reported that they learnt many valuable lessons regarding the nature of modern warfare over the course of the conflict.;;;;;;;К добру или к худу, но Четвертая Балканская война уже позади. В Генеральном штабе сообщили, что в ходе конфликта наши командиры получили много ценных уроков о природе современной войны.;;x
EVT_90969_OPTIONA;ACTIONNAME2803A;;;;;;;#TODO;;x
EVT_90970_NAME;The End of the 4th Balkan war;;;;;;;Конец Четвертой Балканской войны;;x
EVT_90970_DESC;For good or ill, the 4th Balkan war is now over.  The General Staff have reported that they learnt many valuable lessons regarding the nature of modern warfare over the course of the conflict.;;;;;;;К добру или к худу, но Четвертая Балканская война уже позади. В Генеральном штабе сообщили, что в ходе конфликта наши командиры получили много ценных уроков о природе современной войны.;;x
EVT_90970_OPTIONA;ACTIONNAME2803A;;;;;;;#TODO;;x
EVT_90971_NAME;The End of the 4th Balkan war;;;;;;;Конец Четвертой Балканской войны;;x
EVT_90971_DESC;For good or ill, the 4th Balkan war is now over.  The General Staff have reported that they learnt many valuable lessons regarding the nature of modern warfare over the course of the conflict.;;;;;;;К добру или к худу, но Четвертая Балканская война уже позади. В Генеральном штабе сообщили, что в ходе конфликта наши командиры получили много ценных уроков о природе современной войны.;;x
EVT_90971_OPTIONA;ACTIONNAME2803A;;;;;;;#TODO;;x
EVT_90972_NAME;The End of the 4th Balkan war;;;;;;;Конец Четвертой Балканской войны;;x
EVT_90972_DESC;For good or ill, the 4th Balkan war is now over.  The General Staff have reported that they learnt many valuable lessons regarding the nature of modern warfare over the course of the conflict.;;;;;;;К добру или к худу, но Четвертая Балканская война уже позади. В Генеральном штабе сообщили, что в ходе конфликта наши командиры получили много ценных уроков о природе современной войны.;;x
EVT_90972_OPTIONA;ACTIONNAME2803A;;;;;;;#TODO;;x
EVT_90973_NAME;The End of the 4th Balkan war;;;;;;;Конец Четвертой Балканской войны;;x
EVT_90973_DESC;For good or ill, the 4th Balkan war is now over.  The General Staff have reported that they learnt many valuable lessons regarding the nature of modern warfare over the course of the conflict.;;;;;;;К добру или к худу, но Четвертая Балканская война уже позади. В Генеральном штабе сообщили, что в ходе конфликта наши командиры получили много ценных уроков о природе современной войны.;;x
EVT_90973_OPTIONA;ACTIONNAME2803A;;;;;;;#TODO;;x
EVT_90974_NAME;The End of the 4th Balkan war;;;;;;;Конец Четвертой Балканской войны;;x
EVT_90974_DESC;For good or ill, the 4th Balkan war is now over.  The General Staff have reported that they learnt many valuable lessons regarding the nature of modern warfare over the course of the conflict.;;;;;;;К добру или к худу, но Четвертая Балканская война уже позади. В Генеральном штабе сообщили, что в ходе конфликта наши командиры получили много ценных уроков о природе современной войны.;;x
EVT_90974_OPTIONA;ACTIONNAME2803A;;;;;;;#TODO;;x
EVT_90915_NAME;We're losing the 4th Balkan War!;;;;;;;Мы проиграли Четвертую Балканскую войну!;;x
EVT_90915_DESC;Our intervention in the Fourth Balkan War has been a folly! Bulgaria is no more, and we've lost the capital! We must sue for peace while we still can!;;;;;;;Наше вмешательство в Четвертую Балканскую войну было безумием! Болгария полностью разгромлена, а мы потеряли столицу! Мы должны просить мира, пока еще не поздно!;;x
EVT_90915_OPTIONA;Sue for peace!;;;;;;;Просить мира!;;x
EVT_90915_OPTIONB;We can still win this!;;;;;;;Мы все еще можем выиграть!;;x
EVT_90977_NAME;We're losing the 4th Balkan War!;;;;;;;Мы проиграли Четвертую Балканскую войну!;;x
EVT_90977_DESC;The united forces of the Belgrade pact have unflicted upon us a series of great defeats. We must end this war before they manage to overrun our entire homeland....;;;;;;;Объединенные силы Белградского пакта нанесли нашей армии ряд тяжелых поражений. Мы должны положить конец этой войне, пока враги не захватили всю нашу родину...;;x
EVT_90977_OPTIONA;Sue for peace!;;;;;;;Просить мира!;;x
EVT_90977_OPTIONB;We can still win this!;;;;;;;Мы все еще можем выиграть!;;x
EVT_90978_NAME;Peace with the Bulgarians?;;;;;;;Мир с болгарами?;;x
EVT_90978_DESC;With the fall of Sofia, the Bulgarians have declared their desire to end the Fourth Balkan War. How shall we react?;;;;;;;Вскоре после падения Софии болгары заявили о своем желании покончить с войной. Как мы должны реагировать?;;x
EVT_90978_OPTIONA;Belgrade pact stands triumphant!;;;;;;;Белградский пакт празднует триумф!;;x
EVT_90978_OPTIONB;No, they shall be crushed!;;;;;;;Нет, они будут уничтожены!;;x
EVT_90979_NAME;The Peace deal with the Pact;;;;;;;Мирный договор с членами пакта.;;x
